nch,z,interval,mag,share_soft,share_top2,share_stiff,c_soft,floor
100,100,0.1,0.026590666337159802,0.5300313231984265,0.5396319004819248,0.21832863992022145,-0.019358869329228732,0.02452369914228594
100,100,0.2,0.027567837818376788,0.06408816691548166,0.27602000245276814,0.35160363503000813,-0.006978974798645662,0.024456443986544528
100,100,0.5,0.01459210384599009,0.6001101217201268,0.6137509577447249,0.22864230396755186,0.011304032243120687,0.024468245225732165
100,100,1,0.010275272376737893,0.0648797839941602,0.17596640444508518,0.15739336253391226,0.0026172670678017134,0.024599269965963975
100,1000,0.01,0.033094484340645325,0.004429886642764333,0.17282796226609481,0.18306074133640593,-0.002202682620234205,0.024529260672092452
100,1000,0.02,0.025954591571717058,0.09443630436796656,0.24959673923589099,0.006999980262274992,0.007975973285896703,0.02472939707574021
100,1000,0.05,0.032358488964204686,0.12486793072095365,0.4854806160544577,0.15044862699571476,-0.011434408160767268,0.024349514928917796
100,1000,0.1,0.04689758957251268,1.5606448754254236e-4,0.1833832964622387,1.1157115313668983e-4,5.858717628170556e-4,0.024617603473830105
100,1000,0.2,0.019561634701714174,0.03160949783413492,0.5485291265749269,0.03185785197970315,0.0034778747918212697,0.024454652787060306
100,1000,0.5,0.017014214360143217,0.1429478821637748,0.502544501223049,0.25624529855230294,0.006432810572273074,0.024638863759270126
