interval,p,J,smean,Jstep,G,param,nch,z
0.02,5,107868.0609842518,3.471846026310857,106334.3503825277,106344.1356439224,N_ch,5000,1
0.01,0,34811.73978365273,-0.662085572855275,34975.02828017696,34929.23726004421,k_on,5000,1
0.01,1,35111.47053537732,1.407803039350937,34880.49633596384,34764.70094425281,k_off,5000,1
0.01,2,107617.3341363459,-1.375767616087981,108265.4421990865,108123.7234564787,i,5000,1
0.01,3,1421.453613615814,0.200048982352041,1405.045513075732,1403.43211079404,S,5000,1
0.01,4,106.9541072810551,-0.05742394168806016,106.3427081208654,106.3703563964595,baseline,5000,1
0.01,5,105834.0160943044,-1.46575642205778,106535.5774930656,106467.1812356782,N_ch,5000,1
1,0,34226.02813835529,-0.9290881053786216,34303.57216344936,34146.14760827595,k_on,5000,10
1,1,34200.72783812628,1.538949574756218,33971.00637942652,33831.46409577189,k_off,5000,10
1,2,103953.1730521415,-0.8231325064371413,104502.9963937346,103989.106301238,i,5000,10
1,3,5.276390268231284,-0.02350553682374422,5.260249397316616,5.307867598819168,S,5000,10
1,4,10.46400757522324,0.0716007247540786,10.59878841803231,10.70683611629156,baseline,5000,10
1,5,103929.7613175902,-0.833020683967247,104465.9823779678,103943.1097932074,N_ch,5000,10
0.5,0,34619.30137721598,-1.840162855958992,34123.87968263838,34462.70462260719,k_on,5000,10
0.5,1,34549.47405469942,1.222458952438652,34052.03926320669,34167.95930268743,k_off,5000,10
0.5,2,105550.4122542288,-3.22440935371554,103901.0052124141,104900.7949251434,i,5000,10
0.5,3,10.62569346721474,-0.03153316015267218,10.55472657243165,10.80786106530579,S,5000,10
0.5,4,10.51305977990622,-0.04874466377850018,10.64364199605312,10.72350366186917,baseline,5000,10
0.5,5,105438.9079044592,-3.171749550241705,103829.9772548656,104815.0324270683,N_ch,5000,10
0.2,0,34916.84569232547,1.189986906688377,34687.80058898235,34633.43378349488,k_on,5000,10
0.2,1,35083.4965717616,0.8800037164762547,34389.78211749055,34360.36889954501,k_off,5000,10
0.2,2,106370.7269854824,0.8507282665412168,105601.388664636,105672.6487836225,i,5000,10
0.2,3,31.0909168606645,-0.03344666181436629,31.56749676288715,32.18110055465499,S,5000,10
0.2,4,10.63551984124092,0.04609724356147675,10.71795561525804,10.73942833600993,baseline,5000,10
0.2,5,106173.6205950498,0.8415934647084385,105389.1535524514,105482.5876538446,N_ch,5000,10
0.1,0,34770.91524539714,-0.3897636442238088,34649.78453433235,34704.36554257309,k_on,5000,10
0.1,1,34938.68879072978,-0.6353007438574947,34371.02553626094,34438.76218123431,k_off,5000,10
0.1,2,106435.0476687233,-0.4698711449967256,105909.4064446599,106061.4876622041,i,5000,10
0.1,3,82.96016208451556,-0.04490141080662962,83.73282497185556,83.4386586722974,S,5000,10
0.1,4,10.62474156504503,-0.02825741098881167,10.76256524320134,10.75529337946267,baseline,5000,10
0.1,5,106078.0183198414,-0.3648446927041057,105588.9871210783,105740.9178169143,N_ch,5000,10
0.05,0,35120.23940730881,3.745042334160578,34676.69840863493,34737.02666052242,k_on,5000,10
0.05,1,34644.00310468242,-1.33986968131291,34455.51341086504,34485.32160200168,k_off,5000,10
0.05,2,108410.7588816875,5.329763592364166,106289.8560840593,106345.2512394314,i,5000,10
0.05,3,225.1058689950346,-0.1643286176815356,226.9705648637065,227.0924402825509,S,5000,10
0.05,4,10.61598762011308,0.01271074862980561,10.77530979417519,10.77514646305409,baseline,5000,10
0.05,5,107699.6728336267,5.435671283179619,105765.5852785055,105882.4720005539,N_ch,5000,10
0.02,0,35345.20059809923,1.361515665597461,34693.50818552081,34760.6724361361,k_on,5000,10
0.02,1,34553.17891357085,0.00216616214946138,34489.45372423783,34504.8324863489,k_off,5000,10
0.02,2,107053.4332632929,0.8389407059242033,106364.3729461494,106518.9676340051,i,5000,10
0.02,3,871.6852324596256,-0.2385101572595685,845.1262199537621,845.7402947295154,S,5000,10
0.02,4,10.70963422199894,-6.9913073706e-4,10.77731002976731,10.79239803747943,baseline,5000,10
0.02,5,106442.2217342915,0.9530795083420864,105764.0012220882,105952.5560710368,N_ch,5000,10
0.01,0,34191.59040060235,-0.5894945996171659,34752.32744993954,34767.43601026995,k_on,5000,10
0.01,1,34040.04658219258,0.2541584360688041,34517.90115539794,34508.62286192562,k_off,5000,10
0.01,2,104702.6264667535,-1.315533384953482,106541.8135049649,106563.7271178996,i,5000,10
0.01,3,2039.526073358866,0.4380906340077073,2072.748334943445,2070.138539314085,S,5000,10
0.01,4,10.85258499271649,-0.06141621018046345,10.81005712577603,10.79642509878677,baseline,5000,10
0.01,5,103990.7780357265,-1.3562202895563,105928.7472886251,105966.6250092978,N_ch,5000,10
1,0,68125.67609334037,-1.803815513249207,67948.9660563677,68363.53481481381,k_on,10000,0.05
1,1,67203.6571218143,1.336369178386046,67392.3440719857,67748.0123085166,k_off,10000,0.05
1,2,206386.9502855157,-3.160416833802317,206780.1417368357,208117.0791868698,i,10000,0.05
1,3,5.223214464006475,-0.0305447333803843,5.174967567185251,5.301898150970088,S,10000,0.05
1,4,2053.662574148182,-0.0937822218322213,2092.648864222605,2120.81156705613,baseline,10000,0.05
1,5,206381.8198976446,-3.111226665155788,206735.6476738469,208070.6051597561,N_ch,10000,0.05
0.5,0,70440.11049027792,0.7128720709459817,69034.8478841396,68997.33859424494,k_on,10000,0.05
0.5,1,70599.41813901246,0.3532347426223815,68577.45408319635,68441.5716123283,k_off,10000,0.05
0.5,2,213927.0058421844,1.948214687907524,209761.8042355836,209902.6067147519,i,10000,0.05
0.5,3,10.64175481797892,-0.03796429638307808,10.35916835917122,10.60379825576999,S,10000,0.05
0.5,4,2068.647515126461,0.2126428310090423,2103.03467616034,2120.821409205411,baseline,10000,0.05
0.5,5,213858.9827488802,1.895134682803518,209669.518138675,209813.7976445235,N_ch,10000,0.05
0.2,0,69590.62343764413,0.5074784374861387,69317.11765097608,69349.28012589543,k_on,10000,0.05
0.2,1,69911.85968064443,1.00176841830608,68699.54858152167,68851.58074521966,k_off,10000,0.05
0.2,2,212200.1100286625,-0.9109470082584276,210724.504996283,211366.2509443795,i,10000,0.05
0.2,3,26.41468752288488,0.04506963215779999,26.7257130838139,26.50980021340507,S,10000,0.05
0.2,4,2178.727450949334,-0.5272777402141667,2128.930109792259,2120.832259222429,baseline,10000,0.05
0.2,5,212076.4435858326,-0.8478653213146135,210554.1036463554,211150.5518816175,N_ch,10000,0.05
0.1,0,68550.155119294,-7.812790117220496,69606.47102437387,69502.67392809512,k_on,10000,0.05
0.1,1,68102.08382847517,10.18888745061705,69363.56901182461,69022.86720534643,k_off,10000,0.05
0.1,2,207933.8687700504,-13.18774287889835,212633.5015946308,212108.8833509284,i,10000,0.05
0.1,3,53.65792038208071,0.05014014046689486,53.08277994834674,53.0303033480973,S,10000,0.05
0.1,4,2104.75645160782,0.092875438952336,2125.174033257108,2120.843870971532,baseline,10000,0.05
0.1,5,207421.8237003723,-13.2976896304668,212238.6229330609,211682.3555225657,N_ch,10000,0.05
0.05,0,68835.28392820037,3.134040477419012,69695.66111769067,69577.73706683324,k_on,10000,0.05
0.05,1,69552.69988095923,-1.2406146554531,69529.65519012471,69235.77863053017,k_off,10000,0.05
0.05,2,209540.3136768298,4.366561284785848,213195.841690417,212877.4359928264,i,10000,0.05
0.05,3,106.3247594472733,0.0923108491926847,106.4292324604523,106.370361426269,S,10000,0.05
0.05,4,2112.745765560207,-0.3529619626916866,2124.650675832605,2120.864222862061,baseline,10000,0.05
0.05,5,208734.8114090457,4.230978265436599,212245.4838644499,212035.2744784836,N_ch,10000,0.05
0.02,0,70468.29121006002,-1.891126983105456,69899.55113725683,69727.16355573955,k_on,10000,0.05
0.02,1,71163.06794667832,0.7822617380815227,70325.2170065707,69570.11942674614,k_off,10000,0.05
0.02,2,216412.9874994122,-3.063404128217714,214946.0794372004,214514.0425209975,i,10000,0.05
0.02,3,281.697328874068,-0.1323079255165014,279.4976824078713,279.6852445656668,S,10000,0.05
0.02,4,2113.900645152587,0.5996526787374843,2118.277816062436,2120.921345455188,baseline,10000,0.05
0.02,5,214666.2422594086,-3.450680926192999,212815.3279739048,212498.1271864841,N_ch,10000,0.05
0.01,0,70547.08898937344,0.7860521499262496,70112.37181139429,69898.83962934678,k_on,10000,0.05
0.01,1,73273.91464499217,-2.79425867530969,70981.41278327878,69938.7925278538,k_off,10000,0.05
0.01,2,218181.5042972298,1.506256958139304,217364.49047276,216771.9792970603,i,10000,0.05
0.01,3,649.2898654310874,4.1831915025248e-4,656.1347669643037,651.5921522990462,S,10000,0.05
0.01,4,2107.465807925524,-0.1360130687972628,2122.088305817567,2121.009883597836,baseline,10000,0.05
0.01,5,214745.7939019451,1.053969112293472,213414.0130179946,213039.6868634339,N_ch,10000,0.05
1,0,69668.36750609301,0.9660266842453712,69015.56071208866,68359.97814735766,k_on,10000,0.1
1,1,67688.92606224358,3.778237654002829,67124.16064259256,67740.70528876143,k_off,10000,0.1
1,2,210616.9130989701,0.160292411759714,208636.5286287946,208116.4558370823,i,10000,0.1
1,3,5.2797680346655564,-0.01291516754381782,5.286296503368204,5.301898272630535,S,10000,0.1
1,4,1065.306581196056,-0.2322254070971548,1054.461668290683,1060.431968218765,baseline,10000,0.1
1,5,210579.8979311598,0.1654647368691423,208615.7774559323,208069.9827608056,N_ch,10000,0.1
0.5,0,69839.15068832554,3.994935671649072,68839.59815079867,68991.94118696736,k_on,10000,0.1
0.5,1,69546.7388227491,-3.129105541527067,68309.39916767896,68447.02586652052,k_off,10000,0.1
0.5,2,211353.0586931442,6.124193749596941,209226.9124322663,209902.0699261657,i,10000,0.1
0.5,3,10.63061022519888,-0.00522996958967253,10.71513807542196,10.60380434945856,S,10000,0.1
0.5,4,1056.31130452224,0.4085599404824286,1059.171082532628,1060.441765917302,baseline,10000,0.1
0.5,5,211192.4721697793,6.145100358424165,209137.1221726983,209813.2697236744,N_ch,10000,0.1
0.2,0,68756.40320200457,0.3936482219262804,69158.2970297373,69344.87840246479,k_on,10000,0.1
0.2,1,68038.3148584449,-0.2144352640420234,68873.93707958456,68848.41083669776,k_off,10000,0.1
0.2,2,209284.3891638739,0.5126972339901708,211054.4798387776,211365.3459105347,i,10000,0.1
0.2,3,25.71967197405042,-0.03642831646766938,26.16637979430956,26.51070869146558,S,10000,0.1
0.2,4,1083.711808053694,0.2847652980518433,1057.051686085805,1060.452606798519,baseline,10000,0.1
0.2,5,209020.3828342709,0.5292460436612679,210795.2338049354,211149.8003090145,N_ch,10000,0.1
0.1,0,72076.32981061934,0.04959530814330484,69240.09282361883,69486.59373578352,k_on,10000,0.1
0.1,1,71252.65574364056,0.1494686010604429,69046.88868604256,69044.34030342246,k_off,10000,0.1
0.1,2,221057.3047574061,-0.4831647788053329,211503.8603381794,212106.9161561374,i,10000,0.1
0.1,3,52.52256851538013,0.02648897815308131,53.10621085093963,53.06184793632392,S,10000,0.1
0.1,4,1051.730847482064,0.2126935611385993,1061.508275284103,1060.464161159445,baseline,10000,0.1
0.1,5,220421.5831680267,-0.3428585105996164,211031.1371103818,211681.6026129962,N_ch,10000,0.1
0.05,0,69335.83078349603,-0.9654010662788304,69707.04550015191,69585.12433955165,k_on,10000,0.1
0.05,1,67661.27012977545,-1.992986960956787,69529.74825982391,69228.9000575312,k_off,10000,0.1
0.05,2,212107.75802948,-0.1256230219403248,213153.8762387016,212868.0150226993,i,10000,0.1
0.05,3,105.135145972317,0.1145517384922622,107.7583689564986,107.1247982891945,S,10000,0.1
0.05,4,1082.490376000432,-0.5228184457203882,1062.902118244185,1060.484267780207,baseline,10000,0.1
0.05,5,211117.1729620905,-0.2364319440248731,212294.3420874424,212034.0001682811,N_ch,10000,0.1
0.02,0,69613.42923355885,-3.517572206180122,69893.67785177671,69728.86463777893,k_on,10000,0.1
0.02,1,68074.54616298697,1.716894699044152,70168.66288480865,69521.77736669613,k_off,10000,0.1
0.02,2,214032.8367353219,-6.129853280000544,214879.5734916917,214444.2286064182,i,10000,0.1
0.02,3,301.1677619143449,0.1514604395203057,299.7709550140511,297.0844051135084,S,10000,0.1
0.02,4,1073.956528212928,0.5204076122869864,1061.78668037881,1060.539928491548,baseline,10000,0.1
0.02,5,211949.5707409664,-6.335602047605964,212850.5637458063,212490.7034871971,N_ch,10000,0.1
0.01,0,69553.61288984945,-3.814417324122406,69927.1725309476,69889.40173178264,k_on,10000,0.1
0.01,1,68929.60734280257,1.053758857430716,70520.40062253234,69801.85809899367,k_off,10000,0.1
0.01,2,216228.7416830011,-6.306405297949452,216536.4345701623,216496.0529877018,i,10000,0.1
0.01,3,727.4188504779032,-0.2967316361615253,735.8860719110985,732.8733575061229,S,10000,0.1
0.01,4,1079.108742430935,-0.303888546146257,1059.222113301341,1060.623735827759,baseline,10000,0.1
0.01,5,212186.8865871097,-5.810216069786183,212848.424364492,212997.1812352459,N_ch,10000,0.1
1,0,68022.89984658714,-3.290132196106293,67774.8528601972,68364.7353055876,k_on,10000,0.2
1,1,67515.44252440505,0.4926120421837021,67142.97092735568,67748.88089223046,k_off,10000,0.2
1,2,207869.6862384474,-5.170523109356276,206255.7173582189,208115.5450427297,i,10000,0.2
1,3,5.245980711937193,0.00105814110925887,5.281747149431737,5.30189875865292,S,10000,0.2
1,4,519.8458552361426,-0.2508681611000748,530.4504897870731,530.2421079700657,baseline,10000,0.2
1,5,207778.2753097411,-5.143030597400344,206215.9947491733,208069.074858361,N_ch,10000,0.2
0.5,0,68814.54608599545,3.612112353940261,68863.14433695447,68991.88600111025,k_on,10000,0.2
0.5,1,68099.56219874084,-2.259136719760453,68594.03499775816,68446.6253363603,k_off,10000,0.2
0.5,2,209451.3398100167,4.63566834372921,209605.7382881525,209901.2124942287,i,10000,0.2
0.5,3,10.61339605309369,-0.06510939477089907,10.634729537877,10.60382854518605,S,10000,0.2
0.5,4,523.3112160327394,-0.1127831719621945,522.6870610180024,530.251915142724,baseline,10000,0.2
0.5,5,209382.0559697663,4.604211592247276,209476.0908515743,209812.4306675757,N_ch,10000,0.2
0.2,0,68765.86902862109,1.263442278130427,69078.81820372048,69346.85839297158,k_on,10000,0.2
0.2,1,69106.07673367494,-1.829276561401573,68572.64509933784,68854.35703563156,k_off,10000,0.2
0.2,2,210413.0577902445,2.09905909913012,210607.0587602541,211363.7971077806,i,10000,0.2
0.2,3,26.70251669478602,0.03890185334489286,26.71578120273222,26.51422011640717,S,10000,0.2
0.2,4,536.3237732963229,-0.2062267870504556,532.0345505319192,530.2627116494498,baseline,10000,0.2
0.2,5,210266.9055963202,2.284675057020559,210333.6449666018,211148.5553145552,N_ch,10000,0.2
0.1,0,69124.67429427,-3.817432338931408,69127.82501004807,69491.43952712942,k_on,10000,0.2
0.1,1,70195.37967314965,0.6861609467299284,69041.74362746518,69037.10285785599,k_off,10000,0.2
0.1,2,211037.2540115604,-5.151715803734122,211241.2278700347,212103.1020430526,i,10000,0.2
0.1,3,52.24980960051162,-0.03190480022803621,52.86417863706176,53.17298790412239,S,10000,0.2
0.1,4,538.4607788984315,-0.3533808698391391,529.5608406088521,530.274152458065,baseline,10000,0.2
0.1,5,210765.8124862305,-5.011040842460591,210824.1595833484,211680.0734457445,N_ch,10000,0.2
0.05,0,70290.6063818167,0.1203454846232918,69635.47436103442,69582.03031284592,k_on,10000,0.2
0.05,1,70143.58532373742,2.830457365153567,69513.26941681578,69205.99996455995,k_off,10000,0.2
0.05,2,214975.52395635,-1.278136253583791,213026.5891344077,212852.0156115482,i,10000,0.2
0.05,3,110.054073223957,0.3085758900706882,110.4552279792796,109.1611089259478,S,10000,0.2
0.05,4,526.7491365196759,-0.1974047560900748,533.9688476643587,530.2939235649764,baseline,10000,0.2
0.05,5,213968.1755448414,-1.319666428480919,212165.1758044969,212031.2774728901,N_ch,10000,0.2
0.02,0,69832.70443348492,0.8307756785498736,69754.34249121734,69715.08038306267,k_on,10000,0.2
0.02,1,70377.4315395366,-1.948780009726582,69954.65023455763,69472.56874940702,k_off,10000,0.2
0.02,2,215272.9071874082,0.02478470478633478,214550.8028354474,214344.9609016331,i,10000,0.2
0.02,3,327.3331921313024,0.1470200608964324,327.1757249369057,325.5179340185588,S,10000,0.2
0.02,4,531.3794373791534,0.05053899823987844,531.0614701261276,530.347657482781,baseline,10000,0.2
0.02,5,213464.1438097531,0.3239915501442535,212561.7049276288,212476.8627870601,N_ch,10000,0.2
0.01,0,70120.43305348969,-4.104108434819674,69959.74447550077,69868.0701608243,k_on,10000,0.2
0.01,1,71931.60474890794,-1.727087081856337,70231.3662326953,69678.80330820582,k_off,10000,0.2
0.01,2,217980.7141106897,-5.492790351787152,216410.8536696284,216107.8826744025,i,10000,0.2
0.01,3,836.6807239573933,-0.01166918816396057,841.5279854014278,838.7428984310058,S,10000,0.2
0.01,4,531.3273976812621,0.01324261862781712,530.2488444496397,530.4238148926867,baseline,10000,0.2
0.01,5,214855.303812323,-5.283081019312439,213042.8856903252,212924.4565534079,N_ch,10000,0.2
1,0,68833.6056414389,1.730425506412598,68848.18570278343,68359.10101894077,k_on,10000,0.5
1,1,68180.714305782,-0.7617750365682138,67512.46964976942,67748.29827312054,k_off,10000,0.5
1,2,208925.1952560983,2.317186138945029,209079.2153201267,208112.6007548034,i,10000,0.5
1,3,5.282625760464616,0.0156704801104994,5.268951101127215,5.301902149061835,S,10000,0.5
1,4,212.7322157302498,0.1331000729150034,213.5538326723221,212.1282244255068,baseline,10000,0.5
1,5,208852.2852699668,2.346657557999851,209011.8415054838,208066.1375657852,N_ch,10000,0.5
0.5,0,68581.60049328234,-1.858673129718652,68540.5835958343,68996.72510447566,k_on,10000,0.5
0.5,1,68801.77764242364,1.314517253919882,68493.41561070272,68437.34440848263,k_off,10000,0.5
0.5,2,208752.9516041955,-3.529949193608062,209260.3959262102,209898.1496418384,i,10000,0.5
0.5,3,10.33471094124911,-0.05081376296858806,10.32162421723409,10.60399751143553,S,10000,0.5
0.5,4,212.5038568937067,-0.1387865723375664,209.7902496778604,212.1380141551449,baseline,10000,0.5
0.5,5,208804.3110762841,-3.527507673501938,209233.5468013389,209809.4246526555,N_ch,10000,0.5
0.2,0,68841.44472247783,0.366140015879389,69303.11568185664,69346.86638082388,k_on,10000,0.5
0.2,1,69797.31656908811,1.095500106851865,68874.75194582705,68846.69716873545,k_off,10000,0.5
0.2,2,210438.4145500149,-0.7180229827242519,211185.9620290674,211359.3042804467,i,10000,0.5
0.2,3,25.61587200146225,-0.0525060620285614,25.78032595100752,26.53707499692096,S,10000,0.5
0.2,4,210.4866082702296,0.1837220755062571,211.1442282769548,212.1487200677173,baseline,10000,0.5
0.2,5,210289.0977071063,-0.6317512725180989,210989.2479373636,211144.937285739,N_ch,10000,0.5
0.1,0,69188.7007126233,-4.698355277794721,69373.8203645525,69492.16966812957,k_on,10000,0.5
0.1,1,68963.85686342111,3.374194050447576,69212.91149111594,69023.69173107763,k_off,10000,0.5
0.1,2,210409.7529465386,-8.098684139720461,211884.3434651703,212092.5957005783,i,10000,0.5
0.1,3,54.90872719242928,0.09040744505095964,54.22818731497108,53.74550603395623,S,10000,0.5
0.1,4,212.3407611467361,0.1891802619410294,213.0175172687275,212.1598023694822,baseline,10000,0.5
0.1,5,209973.7293224637,-8.014462483321314,211493.3026444227,211675.4206264692,N_ch,10000,0.5
0.05,0,68877.75102552408,3.607177789107523,69354.30329945828,69572.97768595452,k_on,10000,0.5
0.05,1,69292.9251652545,-2.404099145463756,69293.39936791328,69193.49257523076,k_off,10000,0.5
0.05,2,211090.9029988293,6.442200492039637,212252.343926821,212816.303207439,i,10000,0.5
0.05,3,116.1274728558636,0.1629244416102498,117.5282792812996,115.9599451687823,S,10000,0.5
0.05,4,207.4240712833779,0.0021976113260593,212.9009032406164,212.1788781826393,baseline,10000,0.5
0.05,5,210333.1875848773,6.648289293986998,211422.648029083,212023.36148059,N_ch,10000,0.5
0.02,0,70281.91999921294,-2.288793339261579,69930.22916623653,69708.38376415064,k_on,10000,0.5
0.02,1,69502.26459136546,2.573687145041569,69906.99418321559,69379.29937554887,k_off,10000,0.5
0.02,2,214970.8375705101,-3.150082965655725,214805.4456855787,214142.9646102847,i,10000,0.5
0.02,3,383.6633106944803,0.2541978106000858,384.1669135009618,381.8781711484595,S,10000,0.5
0.02,4,208.3607194618014,0.01714767242577622,212.6418997384519,212.2289274450906,baseline,10000,0.5
0.02,5,213290.561389309,-4.00111749880658,213031.035582578,212437.8709971728,N_ch,10000,0.5
0.01,0,70461.89503245566,-0.02145458063703544,69842.11545930676,69809.09448001668,k_on,10000,0.5
0.01,1,69354.61242292731,-0.5726541630801506,69785.61803903156,69511.67446732298,k_off,10000,0.5
0.01,2,216061.9283282588,0.3588414408661298,215569.8184976806,215397.1816294892,i,10000,0.5
0.01,3,1028.964521274029,0.02387962035435895,1023.823784572864,1021.442583054447,S,10000,0.5
0.01,4,209.7451053827349,0.1085849229856632,212.6058592362995,212.288595492869,baseline,10000,0.5
0.01,5,213469.3236367116,0.6996374368964176,212788.8405221964,212770.2706092388,N_ch,10000,0.5
1,0,67646.66050006401,-2.213261199786414,67718.53946041137,68360.3443848384,k_on,10000,1
1,1,67923.04347349658,1.74648146210708,67304.33487716585,67744.53245581214,k_off,10000,1
1,2,205417.8749786097,-3.737365702999747,205677.099287225,208107.7520699022,i,10000,1
1,3,5.520325608042846,0.03824550492323547,5.595047485966962,5.301914279596946,S,10000,1
1,4,107.5485101344565,-0.2403755305547082,107.8209274585623,106.0902401934429,baseline,10000,1
1,5,205389.1066903622,-3.706295676186425,205641.8297096923,208061.3017766094,N_ch,10000,1
0.5,0,69257.40279513792,0.6411721703526986,69474.00546265172,68990.68293637317,k_on,10000,1
0.5,1,69484.42808093874,0.4989752294220512,68386.90932252585,68433.62085792958,k_off,10000,1
0.5,2,211486.7184233984,1.822152819127658,210798.8123613635,209892.6651360875,i,10000,1
0.5,3,10.70087180147512,0.00585419888619411,10.68324842131134,10.60458862836611,S,10000,1
0.5,4,106.6635320344293,-0.04853381020243108,106.2354393052595,106.100002429231,baseline,10000,1
0.5,5,211406.9513674422,1.796229647700969,210719.2235442777,209804.0294750991,N_ch,10000,1
0.2,0,70822.11992670449,2.319424300483121,69751.41386732754,69344.95909982847,k_on,10000,1
0.2,1,70990.14505564097,-2.150491715279919,69135.96688450297,68850.5466586001,k_off,10000,1
0.2,2,217213.7163246441,4.432929110689836,212414.4085134337,211351.8885367487,i,10000,1
0.2,3,26.63557703964472,-0.03629654075939837,26.47489744332667,26.60797279468035,S,10000,1
0.2,4,103.2407064972906,0.01915465331086804,105.7999317183963,106.1104810121904,baseline,10000,1
0.2,5,217062.9566233285,4.322462149146848,212165.5008467085,211138.8560742439,N_ch,10000,1
0.1,0,69800.90245617446,0.289817084501658,69437.81018058585,69479.43059015664,k_on,10000,1
0.1,1,69763.23570479262,0.2308126107601652,68998.44056283907,69019.60594474379,k_off,10000,1
0.1,2,213877.3739959104,1.3246667803568,211912.4373559338,212077.4182309467,i,10000,1
0.1,3,55.57810900430724,0.09048061085841136,55.17333376048767,55.05069103651783,S,10000,1
0.1,4,108.3878596717765,0.1786629013241935,106.4634738863458,106.1212989220358,baseline,10000,1
0.1,5,213784.1194549882,1.424235165220668,211471.2044385418,211667.7813024413,N_ch,10000,1
0.05,0,71010.938845479,1.440968245854524,69541.73220169527,69572.92627487125,k_on,10000,1
0.05,1,71514.25355539397,4.035973457446759,69377.61902388229,69154.3444606056,k_off,10000,1
0.05,2,217098.6914881582,0.4347686144278511,212715.9098418393,212771.930361276,i,10000,1
0.05,3,122.7665927129399,-0.2807335225142905,124.7280490719179,125.769391582726,S,10000,1
0.05,4,106.296228819885,-0.09913912819120337,105.6657498243996,106.1397512015318,baseline,10000,1
0.05,5,216269.709021354,0.4381737756612335,211923.834702808,212010.2234785531,N_ch,10000,1
0.02,0,68254.32735951706,-1.518090493065035,69681.93813509236,69691.23089501866,k_on,10000,1
0.02,1,69242.84815314013,-0.8081923713823836,69508.2033698026,69316.24024262646,k_off,10000,1
0.02,2,211691.0777284358,-1.351044440379934,213937.9253727678,213916.6278333284,i,10000,1
0.02,3,439.7894756042045,0.02812530428049242,438.6115960156156,439.0230773481662,S,10000,1
0.02,4,105.6915306856831,-0.05025389253963705,106.2792243749857,106.1846845039546,baseline,10000,1
0.02,5,209790.2203752791,-1.211922335197515,212316.7903376972,212383.9553412999,N_ch,10000,1
0.01,0,71239.04917059379,-3.743817025196145,69855.30311715565,69765.5671872272,k_on,10000,1
0.01,1,70785.79154733718,1.493366409507221,69584.95430436434,69388.9992061223,k_off,10000,1
0.01,2,218638.627681809,-4.763915747343139,215096.8876593461,214743.358923356,i,10000,1
0.01,3,1197.629134345871,-0.6165446416126225,1195.902805372903,1197.428211178708,S,10000,1
0.01,4,105.0774080166129,-0.09597537902826048,106.0989136611962,106.2280395069573,baseline,10000,1
0.01,5,216184.0504231272,-4.99403805368922,212843.952542037,212610.3927213336,N_ch,10000,1
1,0,69408.31345007027,-2.048488730394583,68028.23531894448,68326.57417742388,k_on,10000,10
1,1,66372.47184650158,4.583262163651806,67284.36607899924,67696.17558505015,k_off,10000,10
1,2,211730.6576181315,-4.485521051924328,207077.2399321359,208018.8050776978,i,10000,10
1,3,5.188885123930227,-0.00741028591379104,5.18009336229164,5.3034460867057716,S,10000,10
1,4,10.41013117070259,0.00341432304639554,10.62469823045092,10.6556866309685,baseline,10000,10
1,5,211658.3153551044,-4.397638244529841,207042.2883567705,207972.5703946479,N_ch,10000,10
0.5,0,69953.80641893642,2.838547221947056,68903.77053375244,68953.71477170572,k_on,10000,10
0.5,1,69656.2012961231,-1.37319810137792,68455.9093069471,68389.96361503798,k_off,10000,10
0.5,2,212022.1705948033,4.481520078706991,209489.4387469277,209797.9958058584,i,10000,10
0.5,3,10.60492755473756,-0.04921818414915311,10.42763708589132,10.66716171997496,S,10000,10
0.5,4,10.66064511707698,0.00532382262688638,10.54536686825458,10.66461603878273,baseline,10000,10
0.5,5,211792.6147629883,4.415820362441383,209322.7990919531,209710.8115689303,N_ch,10000,10
0.2,0,69662.346284272,-2.767499504129626,69252.94439015392,69307.87902548321,k_on,10000,10
0.2,1,69676.93506452469,3.036380224881965,68884.8671330525,68763.93158457485,k_off,10000,10
0.2,2,214190.4552049344,-3.723212941942934,211245.6594668436,211230.2628425002,i,10000,10
0.2,3,29.34132983557942,0.00841350110785225,29.41190339820475,29.39300503999912,S,10000,10
0.2,4,10.54410136264741,0.03497112400449719,10.69924430470205,10.67336718560304,baseline,10000,10
0.2,5,213867.3292120889,-3.652677322025417,211034.1086683645,211031.4654268034,N_ch,10000,10
0.1,0,69009.25598758958,2.873467984193484,69549.45575802868,69427.47261073644,k_on,10000,10
0.1,1,69480.2997047959,-0.2784295316087201,69053.90639247403,68917.89844309556,k_off,10000,10
0.1,2,209759.3338987804,4.40684593885705,212116.8129770079,211887.126661773,i,10000,10
0.1,3,73.67015188140826,0.03162391145698717,73.01060260273822,72.81104507824165,S,10000,10
0.1,4,10.64257443310098,-0.02454910402064312,10.71747136990159,10.68228133894554,baseline,10000,10
0.1,5,209393.0337617522,4.330911684690233,211729.1993132432,211533.810484985,N_ch,10000,10
0.05,0,70506.30043579536,-1.486520811821709,69588.83644399907,69508.44397662558,k_on,10000,10
0.05,1,70385.40150628574,1.540407591438523,69026.68875998414,68995.2437575261,k_off,10000,10
0.05,2,215594.2842665599,-2.842713279416559,212422.0286778993,212362.8775783748,i,10000,10
0.05,3,191.4382468468669,0.1502080898590863,194.5694056990226,193.993002758766,S,10000,10
0.05,4,10.62237742223165,-0.0413099669516646,10.73926534729389,10.69529683611651,baseline,10000,10
0.05,5,215037.4432359464,-2.89099263427756,211856.9704004,211807.1311466555,N_ch,10000,10
