nch,z,interval,k,loglam,beta,share,mag
10,0.5,0.01,5,-0.038365576338238644,0.019347644919240677,0.02323092710069096,0.12693893120444055
10,0.5,0.01,6,-0.19270557155680879,-0.0178067624206963,0.01967796818236737,0.12693893120444055
10,0.5,0.02,1,0.20782995358562878,0.023964306055673155,0.05672779485313493,0.10061596725231636
10,0.5,0.02,2,0.10345824096527893,-0.03827578092453019,0.14471525268373364,0.10061596725231636
10,0.5,0.02,3,-0.007865942952712777,0.008375061713857029,0.006928547819876774,0.10061596725231636
10,0.5,0.02,4,-0.036871552827127514,-0.08591264654490012,0.7290887252909543,0.10061596725231636
10,0.5,0.02,5,-0.10552102370084056,0.0028986447627312975,8.299581157388836e-4,0.10061596725231636
10,0.5,0.02,6,-0.2493988890875693,-0.02499445657513351,0.0617097212365616,0.10061596725231636
10,0.5,0.05,1,0.20057438389291235,-0.04155282664151965,0.15460331428441992,0.10567960277933854
10,0.5,0.05,2,0.09593471502725928,0.02091866650017335,0.03918191407447353,0.10567960277933854
10,0.5,0.05,3,0.03129450169892039,-0.019948090754927202,0.035630369516068225,0.10567960277933854
10,0.5,0.05,4,-0.02686403311599783,0.0908686989575067,0.7393435278572829,0.10567960277933854
10,0.5,0.05,5,-0.10164984257244902,0.003612683839268083,0.001168631445890753,0.10567960277933854
10,0.5,0.05,6,-0.2149812799401585,-0.01832627005240887,0.03007224282186478,0.10567960277933854
10,0.5,0.1,1,0.1802279676024636,0.026435507547867016,0.06755080961142615,0.10171204208781655
10,0.5,0.1,2,0.07052460886501488,-0.02881604495348337,0.08026459124959333,0.10171204208781655
10,0.5,0.1,3,5.490565283655799e-4,-0.06064011502163473,0.35544735364367364,0.10171204208781655
10,0.5,0.1,4,-0.014550923166555502,0.05195197886811468,0.26089120679246913,0.10171204208781655
10,0.5,0.1,5,-0.05136698331168913,0.043430313831381455,0.18232288640288957,0.10171204208781655
10,0.5,0.1,6,-0.2101851515377691,-0.023531153434475885,0.053523152299948064,0.10171204208781655
10,0.5,0.2,1,0.16676025086151808,-0.023112378852989023,0.036574285217399416,0.1208528020031332
10,0.5,0.2,2,0.048049035890026535,0.03402241924879634,0.0792532235471122,0.1208528020031332
10,0.5,0.2,3,-0.012362122795376497,0.05144147034532628,0.18118126968248013,0.1208528020031332
10,0.5,0.2,4,-0.05631989571232076,-0.025637229732536754,0.04500168153689049,0.1208528020031332
10,0.5,0.2,5,-0.06768713393002282,0.09390851143051776,0.6038046660025812,0.1208528020031332
10,0.5,0.2,6,-0.18449106128546905,-0.02813168579164639,0.05418487401353656,0.1208528020031332
10,0.5,0.5,1,0.12642634321845997,0.02732388979433211,0.04258520692263539,0.13240767025243866
10,0.5,0.5,2,0.0803936648376294,-0.06714768208431576,0.25717915373617994,0.13240767025243866
10,0.5,0.5,3,-0.016231874963526887,0.022150192616071592,0.027985220047636185,0.13240767025243866
10,0.5,0.5,4,-0.05694111775120164,-0.025139040415829015,0.03604716414435784,0.13240767025243866
10,0.5,0.5,5,-0.07594753296353515,-0.06805585800723513,0.26418292185161807,0.13240767025243866
10,0.5,0.5,6,-0.10769433123002932,0.0807600320940419,0.37202033329757256,0.13240767025243866
10,0.5,1,1,0.2765028331158738,-0.0527232857496542,0.21778947728536427,0.11297543485822538
10,0.5,1,2,0.03268979710805381,0.008793146729657966,0.006057879036279926,0.11297543485822538
10,0.5,1,3,-8.058709018076046e-4,0.03428576717985818,0.09210001481841075,0.11297543485822538
10,0.5,1,4,-0.043319200947143144,-0.0677687261132595,0.35982439242616227,0.11297543485822538
10,0.5,1,5,-0.09773388026432389,-0.043883466869721055,0.15088074409977964,0.11297543485822538
10,0.5,1,6,-0.20006684464144395,0.04703734534521284,0.17334749233400312,0.11297543485822538
