nch,z,interval,q,se_q
5000,10,0.1,2.1448364782842763e-4,0.0011302346766721503
5000,10,0.2,6.879303653752084e-4,0.0027433753671338387
5000,10,0.5,4.8615444512562156e-4,0.015109540545075335
5000,10,1,9.878891068468587e-4,0.005424722268933749
10000,0.05,0.01,4.8137105507312436e-4,0.001195696980221551
10000,0.05,0.02,5.188821467227139e-4,0.0035134453344618515
10000,0.05,0.05,4.948370009350586e-4,0.007198284310223874
10000,0.05,0.1,0.001816821982204181,0.029177308523413478
10000,0.05,0.2,6.38265837220586e-4,0.002564205542932709
10000,0.05,0.5,3.896198186139859e-4,0.009279222578674013
10000,0.05,1,3.4180792824341574e-4,0.020192218668047778
10000,0.1,0.01,5.991353952618858e-4,0.005362909639005386
10000,0.1,0.02,6.272970506188194e-4,0.0070798564123943815
10000,0.1,0.05,7.542591697055336e-4,6.449827231772751e-4
10000,0.1,0.1,1.7405925786821217e-4,8.122938872307274e-4
10000,0.1,0.2,1.3434317626095344e-4,0.001454542405878651
10000,0.1,0.5,5.040337259013078e-4,0.03117282297660012
10000,0.1,1,8.033931624370783e-4,0.001319664060479568
10000,0.2,0.01,9.573984099180903e-4,0.005430492325781598
10000,0.2,0.02,5.575941851722933e-4,5.615058719006633e-4
10000,0.2,0.05,0.001324186329510164,0.0018744442333276793
10000,0.2,0.1,8.766354455895569e-4,0.011108832992293595
10000,0.2,0.2,5.090918192717369e-4,0.006495344647340353
10000,0.2,0.5,0.0010440213524152318,0.02318023746532885
10000,0.2,1,4.4299739393062547e-4,0.03200792421920699
10000,0.5,0.01,2.568588657310217e-4,5.368120633872331e-4
10000,0.5,0.02,0.0011259337880667427,0.004690660313777653
10000,0.5,0.05,6.305083548992006e-4,0.01018048700749841
10000,0.5,0.1,6.74250848542054e-4,0.016348956832097708
10000,0.5,0.2,5.405038089414392e-4,0.0022642109876137347
10000,0.5,0.5,4.074859269648301e-4,0.015916276361756743
10000,0.5,1,2.701585010356161e-4,0.013021861689775769
10000,1,0.01,0.0010627620639656204,0.006410381750436804
10000,1,0.02,3.5438722169726293e-4,0.0017507109844271112
10000,1,0.05,0.0016641945557453095,0.0012726683726653832
10000,1,0.1,7.100085476370366e-4,0.003172083185640785
10000,1,0.2,2.670338021615326e-4,0.013149971122298227
10000,1,0.5,2.3146632477559563e-4,0.00792032240631958
10000,1,1,9.465571334943785e-4,0.02009014773305221
10000,10,0.01,3.536269179028151e-4,0.013189955372901921
10000,10,0.02,7.716574231363751e-4,0.009871856360252033
10000,10,0.05,3.300974233503664e-4,0.005341878129645632
10000,10,0.1,3.1394196806520036e-4,0.013055521524554215
10000,10,0.2,6.19923845033159e-4,0.012070848562466213
10000,10,0.5,4.941802544831557e-4,0.022330084826483396
10000,10,1,7.469109617037579e-4,0.028793373212046607
10000,100,0.01,2.3483374811489956e-4,0.011003001715220742
10000,100,0.02,9.746711586624926e-4,0.022154519044337784
10000,100,0.05,2.4174111275419296e-4,0.0028530547476164937
10000,100,0.1,4.309857330241042e-4,0.017429434833606528
10000,100,0.2,3.59653287210384e-4,0.016185786434121566
10000,100,0.5,3.715326738225682e-4,0.009055276365258956
10000,100,1,5.68055670259719e-4,0.04844045127899182
10000,1000,0.01,3.800118919469612e-4,0.01839300349190549
10000,1000,0.02,2.917824515798821e-4,0.008690135277897275
10000,1000,0.05,4.2725214019975825e-4,0.016977223684268343
10000,1000,0.1,5.227926862952354e-4,0.01747772274399773
10000,1000,0.2,3.605187340365271e-4,0.0072985784359710405
10000,1000,0.5,2.4998026672204323e-4,8.806262579976071e-4
10000,1000,1,6.439585638428228e-4,0.003359203942454946
10000,10000,0.01,5.644816477948331e-4,0.020296839911294544
10000,10000,0.02,6.00415278272377e-4,0.03462919987433925
10000,10000,0.05,7.63129597045837e-4,0.015537586924465795
10000,10000,0.1,4.579567667206137e-4,0.04693034583429232
10000,10000,0.2,0.001412556922656791,0.1217713411339006
10000,10000,0.5,3.408933997696742e-4,0.05465668850213429
10000,10000,1,6.598037879700179e-4,0.06734285645009633
10000,100000,0.01,3.936775983519643e-4,0.09234436270870759
10000,100000,0.02,4.1642628738946196e-4,0.053803710053158135
10000,100000,0.05,8.38007728258129e-4,0.06207975793129961
10000,100000,0.1,0.0010449984803805833,0.051774457326275954
10000,100000,0.2,3.79480186021997e-4,0.13149415687615007
10000,100000,0.5,6.957855114362951e-4,0.11955503241785616
10000,100000,1,3.7797236495726674e-4,0.10874863463842499
10000,1000000,0.01,0.00153119115428661,0.6651658339766763
10000,1000000,0.02,5.819266857674199e-4,0.15725640169136665
10000,1000000,0.05,0.001962041829410875,0.13898410610885273
10000,1000000,0.1,4.145348455396342e-4,0.301702090505934
10000,1000000,0.2,0.00125348782197782,0.22778566637870468
10000,1000000,0.5,8.61593142490618e-4,0.1655698431194614
10000,1000000,1,0.0010517053414563651,0.08897137415521124
10000,10000000,0.01,0.0010013242887141642,2.298047445054882
10000,10000000,0.02,1.6234176773290303e-4,0.6981676642516847
10000,10000000,0.05,3.27205747179308e-4,0.4835914885919299
10000,10000000,0.1,4.8087136367337246e-4,0.6650582006821806
10000,10000000,0.2,6.8564842018656e-4,0.5813662980283684
10000,10000000,0.5,2.6173508945046166e-4,0.8748790382792282
10000,10000000,1,7.143039702891519e-4,0.6575032307823239
