interval,ebar,s,wmax,lmax,lmin,lmax_m,lmax_lo,lmax_hi,lmin_m,lmin_lo,lmin_hi,ebar_m,ebar_lo,ebar_hi,s2_m,s2_lo,s2_hi,nch,z
1,0.017829785689732557,0.08348792200572681,0.15287226995949113,1.165176141441684,0.8797372972028139,1.169187983768961,1.131922252750043,1.227682044689038,0.875401683374142,0.840613213995022,0.9128319875904074,0.01734245507108758,-0.00197410497246967,0.03670506016796939,0.00786769418913218,0.00591741023494629,0.01068658289283804,50,0.2
0.01,0.009231178305261692,0.11583709510348406,0.1954421272598836,1.1950339788032527,0.822470940833889,1.198618811796949,1.159493888162784,1.236248354770454,0.8202373238548973,0.7961253420812329,0.8446327067689341,0.00885376801522322,-0.00765238789263421,0.02303406813734798,0.01412266368815097,0.01150956877521052,0.01662521591253459,50,0.5
0.02,0.010010404596968555,0.09739281301618642,0.16572107926508264,1.1802438613242412,0.8607616612301576,1.183825992119543,1.151306355309869,1.217499241235261,0.8578913159645782,0.8255043123081892,0.8881235283528788,0.00964341166376758,-0.0047398294286075,0.02211266125606808,0.01018475151399662,0.00779600349967405,0.01324263477178194,50,0.5
0.05,0.009535229190425109,0.10151283952937021,0.16589135392463092,1.1772332613975407,0.8471382674378356,1.181351846301924,1.152427887340993,1.226173182182364,0.8444281307142241,0.8218631259150362,0.8668619335296075,0.0091744804443068,-0.00224217853594263,0.02056483023648964,0.01099882201356892,0.00851659362282318,0.01355551795812834,50,0.5
0.1,0.003781640369397408,0.09718000013533061,0.1729870735873579,1.1540033553234963,0.8411484878067955,1.158587888289609,1.128819345587026,1.190761006082813,0.8388355866428888,0.8132158043345019,0.8644888313174997,0.0034147424222057,-0.00975863944602668,0.01561313567871637,0.01014438076387541,0.00774458435049558,0.01234673843639637,50,0.5
0.2,-0.0051571185759030505,0.09311683292148393,0.16027107466496066,1.1499825552907448,0.8519128256796811,1.154010286714341,1.122517079532634,1.189730207165351,0.8490069856216887,0.8245212092194616,0.8747583138531947,-0.00552069172949645,-0.01860410558201975,0.00622475995261647,0.00935775789858454,0.00720817175154006,0.01156447180059506,50,0.5
0.5,-0.007641139864204625,0.03355211538350178,0.06389695693722984,1.0446655039428352,0.9381016594187548,1.057763965178416,1.035131144005936,1.085836726685971,0.9294732537728074,0.8976379750134584,0.9574490771108654,-0.00805789144020731,-0.02516966186222377,0.00974738388697265,0.00188916955338863,0.00114758320116864,0.00295180274529855,50,0.5
1,-0.022488823032097607,0.06420904822910664,0.12627938392690524,1.0916577997438264,0.88136857216969,1.098178168415873,1.045587685927514,1.150113474584642,0.8757281505195849,0.8454495039490337,0.9049614271353704,-0.02302418961928067,-0.04046844825157757,-0.00288268378699759,0.00510467790782555,0.00280939706122475,0.007657838252776,50,0.5
0.01,8.878944698949735e-4,0.08572984963963765,0.14521196525493907,1.1500803883875872,0.8648389578708909,1.154087393679011,1.119480782134888,1.191280190993586,0.8621710098442863,0.8329191165379656,0.8928279792983107,5.3522378587901e-4,-0.01049130854430267,0.01285815093103651,0.00802154457580216,0.00569990733211685,0.01048169135981358,50,1
0.02,0.007348735917786611,0.08180207178659744,0.14808081777391605,1.133687990389319,0.8623614179955938,1.138147548348052,1.102870424421896,1.173146796431786,0.859763562253572,0.8305883071273678,0.8882827057299376,0.00699137095630734,-0.00307737024794415,0.02003851278260511,0.00737373645511299,0.00489258668029118,0.01012221306541836,50,1
0.05,-0.002221621095010324,0.07839002301686501,0.13089872849313053,1.1348235363769714,0.8773066160553975,1.138880679267171,1.11289479976648,1.17324270578878,0.8734217676916676,0.8469023859574143,0.8997829214546227,-0.0025944831676827,-0.01783454660102804,0.00896850586332784,0.00684852500679289,0.0051431555331791,0.00897810201984878,50,1
0.1,0.01109641786329981,0.07065072705850246,0.11776553454022166,1.1242132949836816,0.8889044455727175,1.129333041900054,1.102739666461363,1.16336572558791,0.8854278139078091,0.8507472671148197,0.9109583109161852,0.01073687555908716,-0.00529869411951586,0.02644663167893864,0.00566453904720921,0.00401410411715362,0.00765075015677307,50,1
0.2,-0.009880182663899865,0.05768131290875579,0.10556312758560327,1.077626175793124,0.8998176677369701,1.084286522599395,1.054346561326669,1.111313129083846,0.8946762788479112,0.8650671918199357,0.9206919163017024,-0.01025101347532026,-0.02235111036781478,0.00128304484259259,0.0040346951284189,0.00295984063530873,0.0054948433563433,50,1
0.5,-0.0011391861893850679,0.03693286204311019,0.05553812110844721,1.0557334772861504,0.9459759613308605,1.06904691414692,1.037533377466398,1.107087799372261,0.932247064542146,0.9089535131241638,0.9602180155462964,-0.00157628083576759,-0.01911092600741422,0.0153542943385632,0.00216731510712544,0.00121845234681277,0.00357422221401619,50,1
1,-0.0013551444720541633,0.0629993154224699,0.10203618716754007,1.1066672865160432,0.9029968741784534,1.114147046289998,1.079878134644044,1.150944461150984,0.8963982818761401,0.8690014253585545,0.9389601621064988,-0.00188295978405573,-0.02200672945806211,0.01880601796119376,0.00491410357323017,0.00252013865347798,0.00701972681248066,50,1
0.01,-0.014989439819285199,0.04121987589506759,0.08407013654312691,1.0495705011419723,0.9193667726265295,1.058524690222844,1.030937722301726,1.092259731500403,0.9118304115757712,0.890419184514992,0.9346028517641688,-0.01536905407510817,-0.03008077331570588,-0.00108203775888953,0.00240970276150465,0.00158317396937479,0.00361481665252823,50,10
0.02,-0.005195933088588307,0.03186046743702495,0.04853164635009443,1.0445130862561298,0.9526271916551893,1.057847878255089,1.032341044180105,1.083322230962294,0.936999401469714,0.9163321523867708,0.9527470939415952,-0.00557395799593738,-0.01876481112245881,0.00747389141310238,0.00173465485654741,8.8633139007426e-4,0.00251155033639892,50,10
0.05,0.0066802693634934575,0.02930374229227197,0.04328779903182666,1.0442383824039772,0.9621962827343219,1.06278534060779,1.040820061413532,1.090189882882836,0.9492421317360978,0.9234187397757392,0.9743179337684074,0.00630575419534116,-0.00523897761803491,0.01833096673516145,0.00156884178465373,7.945165203027e-4,0.00268977985684031,50,10
0.1,-0.012999393458209548,0.034535053100807955,0.058319954037193644,1.038133416569317,0.9433480711222666,1.051232723555812,1.026230751530508,1.083726401524336,0.928062532084574,0.9023006524648662,0.9515858399382396,-0.01336951421055135,-0.02438742065243964,0.00124731320793363,0.00189637488061534,0.00109198664334161,0.00286026410588004,50,10
0.2,-0.014540824023115262,0.03270859461622161,0.07028642149764078,1.0277406146025299,0.9321268005135324,1.043286161216908,1.013290503400912,1.072254022166349,0.9207656582672482,0.8872316821204451,0.9504056258134792,-0.01494418357616603,-0.02971309302636443,-5.793593293965e-4,0.00182106727288758,0.00101277060861699,0.00319958410435421,50,10
0.5,-0.009660818946100132,0.03144914441693896,0.046872192634403294,1.0420908653245293,0.9542093447799147,1.056031094067851,1.017582792544549,1.085458233179738,0.9341366354722656,0.9073436199529052,0.956404532830279,-0.01007527567137632,-0.02863138420760073,0.00516872572085783,0.00175500999929789,9.6617253124133e-4,0.00280328774719778,50,10
1,-0.00263230405690991,0.05128564626857593,0.09817293919032087,1.1031535470941547,0.9350712566474796,1.107806804370212,1.057877167799296,1.174434204435217,0.9244388818887812,0.900538091399949,0.949127806300188,-0.00309457017738693,-0.02475627420126983,0.01895745534579743,0.00346607272376374,0.0015262384545647,0.0058240322467474,50,10
0.01,0.05635802107161735,0.19906167854333912,0.3775950916822676,1.4587721542973122,0.7526939709861717,1.460453729241552,1.419562834390085,1.499234891127832,0.75157550655249,0.7323640784689993,0.7748582321504804,0.05600504490173716,0.04109453684405572,0.06723851070680278,0.04029174797728114,0.03585296451120355,0.04390203738051419,100,0.05
0.02,0.03996594484803432,0.19602204843489318,0.3606002444399814,1.4341900208333178,0.7566324612729016,1.43592775814584,1.388473023852134,1.471293156491841,0.7551890064073432,0.7367349932166487,0.7790267699868758,0.03960325088323909,0.02614178472017838,0.04942080278166508,0.03912535411717438,0.03548156195979613,0.04403956042467034,100,0.05
0.05,0.02129434437824135,0.17855695468151303,0.3245750995793344,1.3834426956960675,0.7626692834783102,1.385250922870596,1.344622370795413,1.421382676219463,0.7611973171292766,0.7331923025931297,0.7857691624047041,0.02093108093673315,0.00960374749766039,0.03399355452001332,0.03257534569320077,0.0288234958198727,0.03826938052462389,100,0.05
0.1,0.023846577527015998,0.14714267394414848,0.28076274460064804,1.3241394074404138,0.8046054103671182,1.326106146137643,1.285292360246348,1.368893825673882,0.8027748985106926,0.7764145806370153,0.8277513672420762,0.02347689851893799,0.01063492582375741,0.03540709115989589,0.02235328084950191,0.0190315461236745,0.02593214132481154,100,0.05
0.2,0.008627882017997506,0.09530651161732473,0.16833368720890363,1.183331407329366,0.8538904471801407,1.186621623298965,1.153068925038,1.22861409927517,0.8512976771259738,0.8268475887181803,0.8774465999400152,0.00823943011252425,-0.00697859067262364,0.02647997095267766,0.0098061919236232,0.00780889330284612,0.01221656192395402,100,0.05
0.5,-0.007754364245826939,0.04631858241035744,0.09226714299456545,1.0510114240059352,0.9118615195875495,1.063893018291439,1.037595244753052,1.099831596852666,0.9054382278958272,0.8779967816565182,0.928422428265707,-0.00816424438345573,-0.02314611298230062,0.00584752542872878,0.00291559299258896,0.00199859396818532,0.00452712110902091,100,0.05
1,-0.005510366984136514,0.052029033856423754,0.09170825432549362,1.0794102098460487,0.9123712910981009,1.08717143966139,1.049427440712331,1.137422722869186,0.905433893498138,0.870782510562885,0.9402291094936032,-0.00600374371967905,-0.02412720637179265,0.02008227417098321,0.00360651762957571,0.00180422305781093,0.006059565421164,100,0.05
0.01,0.04077213050987132,0.162361229752153,0.3137364448028402,1.3685290060812525,0.7934253100607636,1.370608970105455,1.331698809426976,1.405529193524681,0.79206781267932,0.7680324327517754,0.8127088730755995,0.04042856645699123,0.02845352871938223,0.05224009141841296,0.02701753148436335,0.02351962932488027,0.03061426352191608,100,0.1
0.02,0.03184724361963296,0.1640940328853625,0.2988524965335054,1.3483107282980715,0.781111419184415,1.350529998768476,1.307295703761602,1.396663779335386,0.7795579190460927,0.7570862084171216,0.8021126555067517,0.03148760481940543,0.0184510116194307,0.04545994844305187,0.02761170041504483,0.02335937994440561,0.03156103242451418,100,0.1
0.05,0.011681067832509254,0.15374450262147704,0.26571123747190045,1.3043583544845279,0.7807397077526294,1.306508367133582,1.263240989808272,1.348426178076996,0.7789242873334454,0.7536379689671917,0.8027077481260148,0.01132102142128024,-0.0014012129535781,0.02400219716875533,0.02432384349918557,0.02132465695827877,0.02854464564862559,100,0.1
0.1,0.0023660267909877126,0.13381117178371996,0.2351034687857131,1.236482069186791,0.7904890544546009,1.238849996554154,1.210298587456056,1.273078163163682,0.7888880203793355,0.7649128819890372,0.8089417260543895,0.0020391881356267,-0.01001382886627555,0.01173576395966332,0.01853238642831358,0.01681481053724963,0.02165295359894964,100,0.1
0.2,-0.009961751598079292,0.09760367558154577,0.1947718842925675,1.1383439189814235,0.8230223809766002,1.142631822665491,1.111735702807086,1.177038968990699,0.8209610502157645,0.7954709160625307,0.8450740510047037,-0.01032942865142012,-0.02388692145654026,0.00157189448727771,0.01022458046135864,0.00793058587637555,0.01281304291764218,100,0.1
0.5,-0.018368961281721705,0.0482082098466732,0.11516377570479669,1.0326247520898495,0.8912201717420545,1.049702522939293,1.026330549781948,1.081311973649148,0.8857367124942458,0.8488054384576877,0.9144231291756936,-0.01881708599026087,-0.03492046931548765,-0.00130197580692798,0.00315557701041657,0.00207635930975728,0.00476634915385753,100,0.1
1,0.0024184338808163498,0.05754821448732301,0.09793438110539383,1.1028904122842955,0.910828087356701,1.109056726622777,1.067035535812436,1.150033087186082,0.904542653569152,0.8640014834016039,0.9375277453310392,0.00193993749126576,-0.01668799655285071,0.01746142206300476,0.00419353956214401,0.00232503633712726,0.00631755247800974,100,0.1
0.01,0.021961808522254208,0.12975209615670888,0.21464839542064246,1.2353945819052707,0.8068250737016358,1.238812765441782,1.202963956066546,1.282821000145624,0.8051175412675756,0.7822367030578056,0.8283316364258224,0.02158513030738951,0.00676688711354319,0.03493126836903489,0.01754809223632749,0.01499690378389022,0.02080901569724587,100,0.2
0.02,0.016235093330133912,0.13546645252217115,0.22690062686832924,1.2547051777621174,0.8000826168095678,1.257453780670382,1.222723272627213,1.297125383401297,0.7985532721199284,0.7737240375587714,0.8209766057786176,0.0158878244853173,0.00406042432454879,0.02716570927427146,0.0190178878012872,0.0162977994874187,0.02299000321508057,100,0.2
0.05,0.008975612130664157,0.1191353626710986,0.21213448382150446,1.236314138148957,0.8347439134176893,1.238971553261432,1.200533915969791,1.272980575161907,0.832414533036529,0.8114481101493294,0.8663972434156689,0.00861247976577665,-0.00357183141160004,0.02062512180649418,0.01488409472274781,0.01168408562803651,0.01858832221329444,100,0.2
0.1,0.009421368915845656,0.11421864493321125,0.19690434365644385,1.1959689834532814,0.821269189163126,1.198973588880947,1.164287303802606,1.233295937533575,0.8192468213553755,0.7968586495525904,0.8395916084650235,0.00906564046801194,-0.00335838810190888,0.01946071804610067,0.01372468317653768,0.01144017493609835,0.01630976824787907,100,0.2
0.2,-0.004016340473306928,0.09434461176750471,0.1639197527760124,1.1597839173327833,0.8488101338042041,1.163758844935388,1.121358246142312,1.197935876067831,0.8460335533989096,0.8241003663772941,0.8729117152936556,-0.00439246651652147,-0.02074023537090023,0.01326432746695373,0.00960005823201028,0.00684559765529108,0.01175439192011844,100,0.2
0.5,-0.023924115849821567,0.04457372986066912,0.10510788039715796,1.028110906927432,0.900227400458079,1.045511178508551,1.013173779487718,1.074985557221877,0.8939009257456686,0.86092499682205,0.9287775767383396,-0.02435507794978642,-0.04555950400570467,-0.01075569707657639,0.00278327011565355,0.00170843444033438,0.00407024273368483,100,0.2
1,-0.013136426076935609,0.05892911823113433,0.1034688841931628,1.0885262740905888,0.9017040795553117,1.094515390745808,1.053028589798223,1.133163041213804,0.895166349533713,0.8611840488328929,0.9320722621070938,-0.01360205056004371,-0.02779329628684519,0.00366391190077963,0.00433871240310658,0.00262092694510816,0.00643197965839183,100,0.2
0.01,0.010609609473952732,0.08763431394982932,0.1520923530670201,1.1642677551652156,0.8668836965913153,1.168150800889567,1.127575954963956,1.201753884065706,0.8640995683077907,0.833602145091073,0.8926507326629488,0.01024583005291285,-0.00276938899100065,0.02379726860712574,0.00836671865622706,0.00653467993998991,0.01077261389897141,100,0.5
0.02,0.018337246382159236,0.0992360115597262,0.17264218123480649,1.188440782581055,0.8581311966322667,1.191924464982605,1.155619469900788,1.227212602453335,0.8555298715299152,0.8290515362238509,0.8789557595798845,0.01797540722664652,0.00464981247924268,0.03141214448107468,0.01053423786987136,0.00785850333674782,0.0127921582102892,100,0.5
0.05,0.010705683940353657,0.09072722013990336,0.15525542250363422,1.1560824207345604,0.8561964577089957,1.160381265751029,1.11950237853741,1.191388532850439,0.8536706443131301,0.8263393720591999,0.8756591854939515,0.01034808086722284,-0.00336361827547362,0.02280305344295432,0.00891102065173009,0.00681970205006545,0.01133307442945583,100,0.5
0.1,0.004334855388611835,0.0867004301487042,0.15178469195638064,1.1639096103510205,0.8731313509707642,1.167248497926476,1.136238561298018,1.201618312627391,0.8699865831519369,0.8438473941691511,0.8907899899726947,0.00397737923148809,-0.00982894803359263,0.01700271395872765,0.00819424569919798,0.0062796788640511,0.01105792367084916,100,0.5
0.2,0.002030610506655906,0.06779403666756106,0.12246497019643111,1.1081506923062778,0.8847368965603619,1.114044773672026,1.08322469345974,1.145647014558205,0.8808784153729969,0.8501943539382796,0.9074922384657652,0.00164042715591383,-0.01199945397770949,0.01427909259772869,0.00533413022537541,0.00355660734868173,0.00722898421414076,100,0.5
0.5,-0.0023040528541222642,0.04146581549890166,0.07891143682309773,1.053897267425375,0.9241217639803113,1.068556126451166,1.043252247807585,1.106718664664843,0.917453985477805,0.8915146314667772,0.9463770049352158,-0.00271779577545314,-0.01794028845830424,0.01359488926036224,0.00248893984240065,0.00147336791082058,0.00395149297781982,100,0.5
1,-0.01228358515624455,0.05421299077514722,0.09591819234516154,1.0821021111055722,0.908538338419393,1.08851442778036,1.052026444523194,1.140312692217679,0.9004806259542186,0.8753926435952548,0.9273503929949688,-0.01278259466491379,-0.03259511543655982,0.00381373968208257,0.00387173809961358,0.00235055697684621,0.00630217538627013,100,0.5
0.01,0.013292696857982865,0.07521000717232873,0.12517517663576355,1.1311920199928107,0.8823423232858649,1.136625269201622,1.104000596363322,1.167631679004372,0.8791976722147417,0.8517257698287513,0.9032081668818764,0.01293649204047351,0.00129981589817875,0.02651631130945122,0.00633064158404147,0.00466295570647776,0.00846306324756213,100,1
0.02,0.01590511943158183,0.06598833860945143,0.11905137145195999,1.1264277830327847,0.9060336352529879,1.131682117320776,1.101586839796307,1.164270937594309,0.9020801087445592,0.8716022847672938,0.9342326371475924,0.01555402126013493,0.00318391676693825,0.02593671197141899,0.00502721681164494,0.00361389772180082,0.00688333539456907,100,1
0.05,0.0028936201094039112,0.052154476021247766,0.08836454477592671,1.0749748743579066,0.9154271017213811,1.084483436419644,1.059592384176407,1.110598048188888,0.9107045530879596,0.8818486777415351,0.9366999409832631,0.00252737442929118,-0.01154950133088405,0.01547211084011359,0.00340957746484017,0.00226996421465682,0.00511680821848233,100,1
0.1,3.0551030055871176e-5,0.07038902585970545,0.1308420984778461,1.1089106002113842,0.8773562993492434,1.114017121970128,1.084274367652829,1.144039418678256,0.8740688797555233,0.8447711976050623,0.9002929749148488,-3.2512509861282e-4,-0.01575504236977032,0.01275261765528981,0.00562460909334008,0.00395950299189982,0.00757485783814093,100,1
0.2,0.008544540911040262,0.053152635846599565,0.08557535939276825,1.0784346110657475,0.9179839617335332,1.090535392018348,1.066771972201748,1.117899275613229,0.9128214013985296,0.8803130994083108,0.9420582860456465,0.00815909990322176,-0.00678923024713438,0.02273671416154609,0.00354973454313608,0.00243602472279148,0.00520353926977686,100,1
0.5,0.0017980952601329503,0.048331402625218484,0.08219994856648803,1.0724198677325392,0.9210877701035979,1.083658878285428,1.051592701098044,1.126181516054233,0.9142714386879162,0.8841913223779059,0.9422164918874256,0.001366724247245,-0.01392794986002428,0.01699257825344962,0.0031419328397326,0.00186238682377084,0.00461742924719082,100,1
1,0.01942244401394785,0.05290647861533842,0.10472451406635176,1.1104046673496306,0.933697399880053,1.119703092625678,1.075276164996696,1.161249706279892,0.9266683423974432,0.8901079058075392,0.953577181067864,0.01891435117315722,1.249076201909e-4,0.03815198776521436,0.00373051532465665,0.00225420684081548,0.00559772262952609,100,1
0.01,0.005502068533859531,0.03173318520036214,0.056153351309089106,1.057759880162101,0.9575653843856703,1.069797952891131,1.044751568078317,1.100824535741121,0.946203122135018,0.9203113628808004,0.9714841288595608,0.0051299741835796,-0.0090616419116709,0.01919349881520811,0.00170417088495686,9.7497513796767e-4,0.00255441792543015,100,10
0.02,0.0038325580013969796,0.025104675194375786,0.03913097894671658,1.039906680612206,0.9664874136241798,1.057789914633139,1.03268373556012,1.082488473466221,0.949863304532651,0.9249655867233162,0.970196830551318,0.00344658177842983,-0.00878719117355837,0.0144951322098903,0.00136980135874893,6.8179447136602e-4,0.00221284390723386,100,10
0.05,0.00033819271090760814,0.030246986923484903,0.057596373869639235,1.0592873533569036,0.9702001428951494,1.068075014171026,1.03728383300798,1.095132273610736,0.9486710497720277,0.9275581193001384,0.9720319993968252,-2.997363859689422e-5,-0.01123662340350029,0.01374649015302677,0.00160719762622992,8.7160975942158e-4,0.00246009826470358,100,10
0.1,0.00861782666839965,0.02580387604977299,0.05853058451703883,1.060277413271316,0.9812305694498203,1.070154782422253,1.039432949847797,1.101535154132594,0.9595360123052704,0.9376434340033452,0.9839270070963124,0.00825130641836371,-0.00415640189808311,0.0192744275693944,0.00136111248441727,5.8692933953304e-4,0.00234414565008994,100,10
0.2,-0.005842143897304703,0.02840304193809982,0.04661435939363845,1.0420481536671553,0.9544554033873284,1.053574639550045,1.027340068999903,1.083310779903492,0.9407901300177,0.9104119486401748,0.9651584776980224,-0.00620308685667359,-0.02340554225302814,0.00713722551068571,0.00148358934715298,6.950802710384e-4,0.0028143649328692,100,10
0.5,0.0016608257801839007,0.030236234322594535,0.044968531084616833,1.0351392231414225,0.9560275665103258,1.058985503101718,1.037552041382085,1.086710448734974,0.9416045492929332,0.9112414517942998,0.9708787661299604,0.00123166131273058,-0.01631433784177259,0.02126297145747652,0.00169764233150619,7.3769625906321e-4,0.0027745965983728,100,10
1,-5.8727078941278016e-5,0.05587607390682719,0.09394229574353279,1.0984963561727974,0.9157001955739543,1.104616958306196,1.061966780623951,1.152361633906057,0.9093810774087098,0.875251451379,0.9356417736164576,-5.284126076842e-4,-0.0186686750547095,0.01719324153970409,0.00398154139917987,0.00256172336461935,0.00594198673482,100,10
0.01,-0.003273725346419817,0.02696367060750425,0.044092817296408675,1.0319075425833761,0.9568651397159023,1.050804352280161,1.02503803912966,1.073473369796856,0.9416930658357704,0.9191011619788289,0.963969913366574,-0.00365690611796818,-0.01579613287426476,0.01008913950637763,0.0014511438943348,7.9624371499523e-4,0.00238515341611915,100,100
0.02,2.486380764426304e-4,0.026455874427220385,0.046949402650616284,1.037609097821656,0.9541356731050659,1.055478922689004,1.032505263897103,1.089864702955127,0.9428775204431082,0.9140823239598764,0.9682351269980098,-1.4568175737779e-4,-0.01607503133697979,0.01423406906391982,0.001435477112608,7.6271250896972e-4,0.00225361869581449,100,100
0.05,-0.00213820484891584,0.021117941196988257,0.03301456642586098,1.0263380813799672,0.9675244661129822,1.047336461307298,1.023051626034685,1.072332998507154,0.9485409576962875,0.9275195102017204,0.9666460275503947,-0.00252286833622321,-0.01893021960573723,0.01278659374596726,0.00116278331612639,6.2393944512364e-4,0.00195012667278312,100,100
0.1,0.0017082262478469344,0.035872638896676384,0.053532431698743145,1.0515769935423165,0.9478751993023932,1.067860432471935,1.044869124031079,1.100189800569546,0.9366533467726648,0.912732264061254,0.960731550309218,0.00130889009948551,-0.01132449797923503,0.01248112621175095,0.00204516815938931,0.00102216482352524,0.0032451804959868,100,100
0.2,-0.003494999351453485,0.026563313263344848,0.03928781727016716,1.0348408535513476,0.9614739405139856,1.05136948807889,1.024531781186079,1.076304313018934,0.9439226067506038,0.923168611152316,0.9607632135418992,-0.00387979495909344,-0.02162861339316791,0.01267824375711623,0.00142024916765397,8.2239097473692e-4,0.00225337803156349,100,100
0.5,-0.002525501255964643,0.026452918323536436,0.04844842024715603,1.0306724315444873,0.9527064784032216,1.052435712060402,1.028213899681344,1.086767132397219,0.9395788002636966,0.909104804717644,0.9653419677196268,-0.00295364374645786,-0.01771113523243454,0.01420489044257369,0.00149972867945266,8.5066250914233e-4,0.00232963636617881,100,100
1,0.007506520668640931,0.044661086281631006,0.06795196942488266,1.070313899452035,0.9421164701544643,1.088897501836537,1.05458944876296,1.123280009551201,0.9313319781739812,0.8977166154597228,0.960331130886934,0.0070276055461996,-0.00997443277418135,0.02489168824867024,0.00288098746101269,0.00165652764654327,0.00424572531562416,100,100
0.01,0.00223175398856457,0.03393045640232665,0.05954813556471484,1.0498736703963452,0.942190179643304,1.064423196883758,1.035133525776628,1.104875164020978,0.9340268561106364,0.9003326896218334,0.9649204523524124,0.00183015158548571,-0.01243545499305202,0.01672412330483081,0.00189913181904657,9.551960050811e-4,0.00326380766225214,100,1000
0.02,0.018780631587658962,0.023476806386259534,0.04987236563274356,1.0511369266173414,0.9853399413631205,1.072607266024371,1.038612886307473,1.106504131879807,0.967668779262134,0.9437867856130424,0.9890131861724158,0.01839339646595729,6.9405986749846e-4,0.03075974016074502,0.00127549149871232,5.394988261349e-4,0.00213876832977947,100,1000
0.05,-0.01228721877562355,0.027727306944429018,0.0655201703312845,1.0206127759092578,0.9365801554370967,1.041945479861245,1.015846649613134,1.075160514402818,0.926679561736586,0.8953682437080672,0.9512792303998732,-0.01269499974396632,-0.02810506735667683,-5.9261272649772e-4,0.00153943894005776,6.9250657564509e-4,0.00277098883332136,100,1000
0.1,0.009535417379976808,0.03028266917405707,0.054339387996704604,1.0558428817542167,0.9656775069765443,1.074231823871605,1.045402736179343,1.125274886527869,0.9515786965264624,0.9277796905589052,0.9798045140666164,0.00909234850075707,-0.00368900283736704,0.02367149259530559,0.00174472987577506,8.6381743087322e-4,0.00291113851086836,100,1000
0.2,-0.0035016176249187555,0.02061508100950412,0.03138016825800354,1.030116491353442,0.969107079285492,1.047581722839249,1.029883047020629,1.075010413114361,0.9479710163943932,0.927261387177912,0.9668076251691404,-0.00388252020350384,-0.01642155720255694,0.00889473165572236,0.00114998666616605,6.1646355657293e-4,0.00183609538407919,100,1000
0.5,0.011523667910582102,0.019808923596530786,0.04565283766048935,1.0467109692450753,0.9870301509835145,1.064483322980758,1.034067230445226,1.097281191508766,0.9635013865682228,0.9384608529413864,0.9836028387093008,0.01110174143655507,-0.0062628346199528,0.03060321502971727,0.00116033610296347,5.3417776941591e-4,0.00215230661828974,100,1000
1,0.003045499790957079,0.02262905342135577,0.03212508335802972,1.0326466641395484,0.9697549593110866,1.057061140308934,1.033520128308408,1.093676634757141,0.9498163449376116,0.923239495021194,0.9739873756805092,0.00257206736081726,-0.01429900890018957,0.01841436786859391,0.00137577550820213,6.9649050304619e-4,0.00255312390501333,100,1000
0.01,-0.012636147657814711,0.024553037446168716,0.05257579834799859,1.0185246217863657,0.9487824021914739,1.038019807161447,1.019184703941494,1.06193957186061,0.9355575124288138,0.9096427277498612,0.9581107316144646,-0.01300223048128009,-0.0244288234579712,0.0015430114103079,0.00129680964354062,6.3895276690146e-4,0.00248089474614691,100,10000
0.02,0.0023604534094449985,0.022231914043943944,0.03787870640682601,1.0386052490755884,0.9766258466111479,1.055651782215387,1.028220317299361,1.077419012060153,0.9536599669160652,0.9230540289540856,0.978107332554272,0.0019596296856605,-0.0154121687793958,0.01755792153981452,0.00123599041857861,5.8634521435292e-4,0.00217059126724091,100,10000
0.05,0.0013838446300705565,0.026496382979511086,0.044417229959291704,1.045418443802188,0.9688156328820422,1.060835379962226,1.034735913396915,1.09181257109688,0.9483264105989888,0.91960105489705,0.9708846256496632,9.6249338315763e-4,-0.01289431796619908,0.01728435128369709,0.00148513212032595,7.1025492626543e-4,0.00242196974593932,100,10000
0.1,-0.008881301183430224,0.030521522812559983,0.06422569752940606,1.0293247357093973,0.9377933180086617,1.048503397476298,1.02571359877366,1.074149390935478,0.9290831699691346,0.9006430855429488,0.9564491460659356,-0.00927092408709078,-0.02549336937774565,0.00500274053720539,0.00165712032084686,8.83476130527e-4,0.00243297651950112,100,10000
0.2,0.008366407172907833,0.022420361145034987,0.041533742341019836,1.042408334555572,0.9729411654766753,1.061691500766073,1.038539571433583,1.095172442186901,0.9569124089274323,0.9309694270161464,0.9812541431897044,0.00795882945449074,-0.00806653624497462,0.02644622201439329,0.0012570995691847601,6.2070246616598e-4,0.00228047898065885,100,10000
0.5,-0.0038123584703389965,0.01954142470025215,0.03101032194330764,1.0253357753426768,0.9694655662557675,1.047777971345403,1.019206358113024,1.082650408081941,0.9467555136894196,0.9201894711219988,0.96781136490851,-0.00426006325213165,-0.0200684124541179,0.01135905247546014,0.00121641918470379,5.9294497663295e-4,0.00235691693413364,100,10000
1,0.004407099490186137,0.032124150838109516,0.05744248079414372,1.041876265354036,0.944176197089613,1.064431166527195,1.037685310274977,1.102860679950255,0.9351856378452302,0.9044975984378528,0.962055878372266,0.00393162659400864,-0.01606137320721261,0.02089458394655248,0.00189477910189487,9.0544331665951e-4,0.0029435930967208,100,10000
0.01,0.0018803778451351061,0.023793606355730176,0.04332035270079278,1.044272376747917,0.9724307402661637,1.05907556335636,1.033859430801742,1.094980411530739,0.9521928273364462,0.9201115426202024,0.9770805291294454,0.00148255817187486,-0.01409247784233493,0.01593485424565907,0.0013034989379181,6.2722918351444e-4,0.00209357300148311,100,100000
