interval,ebar,s,dAI,comp,nch,z
0.01,0.006734421102907559,0.06269822165558314,NA,corr,500,0.05
0.02,0.0013002741079392163,0.03870663961028145,NA,corr,500,0.05
0.05,0.0025472554875449085,0.03483137459926483,NA,corr,500,0.05
0.1,-0.001954442872074804,0.028793408578492486,NA,corr,500,0.05
0.2,-0.005200673576715554,0.023329301864257006,NA,corr,500,0.05
0.5,-0.006222347455813855,0.03230670954298495,NA,corr,500,0.05
1,-5.463293814815613e-4,0.029021685576353894,NA,corr,500,0.05
0.01,0.018280252227104554,0.11539940122291086,NA,total,500,0.1
0.02,0.023235421177634663,0.11169945165555456,NA,total,500,0.1
0.05,0.005575555591798572,0.09623947019214171,NA,total,500,0.1
0.1,-4.894504099728995e-4,0.0762912531451755,NA,total,500,0.1
0.2,-0.0013875726465636237,0.05743297917719346,NA,total,500,0.1
0.5,0.00664256145014408,0.02421675807445173,NA,total,500,0.1
1,-0.0023175092650084637,0.03429348022372832,NA,total,500,0.1
0.01,0.014253322409366002,0.04578971830394501,NA,sample,500,0.1
0.02,0.015861524758018546,0.06550498979641549,NA,sample,500,0.1
0.05,0.006035336553338028,0.07754334240306977,NA,sample,500,0.1
0.1,0.0029310071459138095,0.072041581947877,NA,sample,500,0.1
0.2,-0.0018927610852228066,0.048365378838231915,NA,sample,500,0.1
0.5,-0.0017306232558756659,0.014846692413227608,NA,sample,500,0.1
1,-0.003438176846052152,0.01469059335339049,NA,sample,500,0.1
0.01,0.004027734463822531,0.07621610210418338,NA,corr,500,0.1
0.02,0.007377292537314071,0.0520741932235511,NA,corr,500,0.1
0.05,-4.5972760595490864e-4,0.03180834865075652,NA,corr,500,0.1
0.1,-0.003422636362786677,0.026563961734583932,NA,corr,500,0.1
0.2,4.93936198776144e-4,0.021656733083588814,NA,corr,500,0.1
0.5,0.008377684934333494,0.02061794305360658,NA,corr,500,0.1
1,0.0011070647889580767,0.027839783109758397,NA,corr,500,0.1
0.01,0.004782592973999294,0.09340787133486536,NA,total,500,0.2
0.02,0.009262246849429327,0.08750112972188889,NA,total,500,0.2
0.05,0.011439308210597944,0.07838120159969249,NA,total,500,0.2
0.1,0.0034184670908693916,0.06361898919924538,NA,total,500,0.2
0.2,-0.0123218892736771,0.0546092278814853,NA,total,500,0.2
0.5,0.0015812582712884818,0.035397906591623306,NA,total,500,0.2
1,-5.649258843330585e-4,0.027756248043549186,NA,total,500,0.2
0.01,0.007364774020461599,0.028146674168496123,NA,sample,500,0.2
0.02,0.009898754650655161,0.04515762233274363,NA,sample,500,0.2
0.05,0.007665142572866731,0.06217229037160226,NA,sample,500,0.2
0.1,0.002510076679661114,0.06103604400108791,NA,sample,500,0.2
0.2,-0.0038890525156129135,0.04422503600522126,NA,sample,500,0.2
0.5,-0.0065554192420890535,0.019462748014188316,NA,sample,500,0.2
1,0.002385846026854571,0.016432709302189513,NA,sample,500,0.2
0.01,-0.00258031400843602,0.06886268462330583,NA,corr,500,0.2
0.02,-6.354261376943698e-4,0.04819089863769415,NA,corr,500,0.2
0.05,0.003772803778148589,0.025995497368784988,NA,corr,500,0.2
0.1,9.064453447201451e-4,0.016189026950039077,NA,corr,500,0.2
0.2,-0.0084356014397141,0.030562349351349116,NA,corr,500,0.2
0.5,0.008137109588379248,0.032692741027297856,NA,corr,500,0.2
1,-0.002941893803960434,0.020151457452659585,NA,corr,500,0.2
0.01,-0.008043887030312532,0.06939542719555059,NA,total,500,0.5
0.02,0.007806150054189572,0.07253062734854177,NA,total,500,0.5
0.05,-0.001829322930155373,0.0685252647061892,NA,total,500,0.5
0.1,-0.01049963749964187,0.07409897216940586,NA,total,500,0.5
0.2,-0.0027719736212756343,0.05737449365255537,NA,total,500,0.5
0.5,-0.0024340237468294806,0.03160036046765251,NA,total,500,0.5
1,-0.010954015024149248,0.039237045889038806,NA,total,500,0.5
0.01,0.003299642007581059,0.014091732919210346,NA,sample,500,0.5
0.02,0.0040780828176470284,0.026702708699227782,NA,sample,500,0.5
0.05,0.006864795502296016,0.04165096191833709,NA,sample,500,0.5
0.1,0.0020060537220279655,0.04818274162172325,NA,sample,500,0.5
0.2,0.003928761457206556,0.04072925205447832,NA,sample,500,0.5
0.5,-0.006577237108620223,0.011367763026025067,NA,sample,500,0.5
1,-0.005053170760907952,0.02540141025987089,NA,sample,500,0.5
0.01,-0.011343154810403482,0.057064616729068006,NA,corr,500,0.5
0.02,0.0037306224614898687,0.05118634787684048,NA,corr,500,0.5
0.05,-0.008693551847916217,0.033602986992865506,NA,corr,500,0.5
0.1,-0.012505212782320673,0.03327217755635379,NA,corr,500,0.5
0.2,-0.006700010128465005,0.027068812369992635,NA,corr,500,0.5
0.5,0.004147315314128787,0.02693782155425123,NA,corr,500,0.5
1,-0.0059030589093805,0.025292338609681716,NA,corr,500,0.5
0.01,0.0032389195920015145,0.051847318165677767,NA,total,500,1
0.02,0.005388298244170258,0.06367604635308796,NA,total,500,1
0.05,-0.0021573904789225764,0.05183954999705931,NA,total,500,1
0.1,0.0026577806640361245,0.05426866919290396,NA,total,500,1
0.2,4.696536289916583e-4,0.03883478679807559,NA,total,500,1
0.5,-0.0034365326342198493,0.03227467430483827,NA,total,500,1
1,-0.006419730379607921,0.04038235771273278,NA,total,500,1
0.01,2.218871190953507e-4,0.008563752933201932,NA,sample,500,1
0.02,0.0035481670393192285,0.01590431991399228,NA,sample,500,1
0.05,0.0016954032870889015,0.028595248173606407,NA,sample,500,1
0.1,0.002725276383275781,0.037830487533559214,NA,sample,500,1
0.2,7.160638424197564e-5,0.03349410849913237,NA,sample,500,1
0.5,-0.0035071131006771407,0.01633259093579194,NA,sample,500,1
1,-0.0014827632914515664,0.01892125881472575,NA,sample,500,1
0.01,0.0030156754364215085,0.04516030865602296,NA,corr,500,1
0.02,0.0018409419942051906,0.05047595911898828,NA,corr,500,1
0.05,-0.0038519571073908727,0.032713522950803764,NA,corr,500,1
0.1,-6.749981537309132e-5,0.024171489045084368,NA,corr,500,1
0.2,4.014172725722662e-4,0.024573077371648922,NA,corr,500,1
0.5,6.26357433973649e-5,0.032168161245371564,NA,corr,500,1
1,-0.004936703168131144,0.030510394830152412,NA,corr,500,1
0.01,-0.008636506806405047,0.043412949824775095,NA,total,500,10
0.02,0.0013338595496337586,0.03423180678583249,NA,total,500,10
0.05,-0.008834942532930903,0.038340851687614634,NA,total,500,10
0.1,-0.006380245785924674,0.03250957504149428,NA,total,500,10
0.2,1.4766563342859568e-4,0.02056268261112133,NA,total,500,10
0.5,3.263825312513247e-4,0.025123683718089512,NA,total,500,10
1,0.006514144967040661,0.03669654781718586,NA,total,500,10
0.01,0.0011394475836710466,0.0019119337552568922,NA,sample,500,10
0.02,1.7029432565027436e-4,0.0030725957226361085,NA,sample,500,10
0.05,-0.0010909110900823018,0.006821718046478216,NA,sample,500,10
0.1,0.001624107086185722,0.009302929607688427,NA,sample,500,10
0.2,0.002184948996039793,0.013648365420307737,NA,sample,500,10
0.5,-0.007231528344145228,0.010835088952813854,NA,sample,500,10
1,0.0034492999339616115,0.01964823748548088,NA,sample,500,10
0.01,-0.009776594704856385,0.042251010891500754,NA,corr,500,10
0.02,0.0011634540139671531,0.03258170373626748,NA,corr,500,10
0.05,-0.007743719846334048,0.03370383729571372,NA,corr,500,10
0.1,-0.00800818686180527,0.02972886832502446,NA,corr,500,10
0.2,-0.0020421734932610388,0.01803224507966859,NA,corr,500,10
0.5,0.007545549915646297,0.022071261456447954,NA,corr,500,10
1,0.0030611740778033174,0.02361750135900108,NA,corr,500,10
0.01,0.024978338573764317,0.10497302889766948,NA,total,1000,0.05
0.02,0.016751445750850517,0.10821875558530117,NA,total,1000,0.05
0.05,0.002144496018637112,0.08406489677069796,NA,total,1000,0.05
0.1,-0.0013156099987805929,0.0634214001051244,NA,total,1000,0.05
0.2,0.004294951060206148,0.048854010123454465,NA,total,1000,0.05
0.5,-0.008257644076082583,0.03544435592761095,NA,total,1000,0.05
1,0.0012633369312353441,0.03707155792404047,NA,total,1000,0.05
0.01,0.017044886247087353,0.06792665453909197,NA,sample,1000,0.05
0.02,0.01247653945649967,0.08137056478027667,NA,sample,1000,0.05
0.05,0.00693964208701022,0.07647120764594809,NA,sample,1000,0.05
0.1,-1.2652709073807129e-5,0.058726210338913516,NA,sample,1000,0.05
0.2,-0.001092007270553435,0.04010194199513378,NA,sample,1000,0.05
0.5,-0.003570512301785292,0.02112205892751467,NA,sample,1000,0.05
1,0.010020841428190607,0.01964830851268243,NA,sample,1000,0.05
0.01,0.007935414526484875,0.04262318201181682,NA,corr,1000,0.05
0.02,0.004272004486048922,0.03102650451807894,NA,corr,1000,0.05
0.05,-0.004795378031953659,0.024418036819746202,NA,corr,1000,0.05
0.1,-0.001294272320927834,0.032074643498350465,NA,corr,1000,0.05
0.2,0.005384912855706974,0.02473160260487043,NA,corr,1000,0.05
0.5,-0.004687524949829936,0.03304259386152139,NA,corr,1000,0.05
1,-0.008757081160712174,0.03017026363096175,NA,corr,1000,0.05
0.01,0.010526480422079513,0.09629158320736682,NA,total,1000,0.1
0.02,0.007215399088099379,0.08966983315944461,NA,total,1000,0.1
0.05,0.008981256006217016,0.07664633808781626,NA,total,1000,0.1
0.1,0.002709495043304421,0.06606604903636147,NA,total,1000,0.1
0.2,9.064329699292217e-4,0.045441945245920025,NA,total,1000,0.1
0.5,-0.017806230457719355,0.026527434603708145,NA,total,1000,0.1
1,0.0065892573281733004,0.029332987971529067,NA,total,1000,0.1
0.01,0.010988853461417923,0.047516011434227574,NA,sample,1000,0.1
0.02,0.0072650625533503665,0.061926660858120396,NA,sample,1000,0.1
0.05,0.009719316931969781,0.06732920801082963,NA,sample,1000,0.1
0.1,0.008973397039808113,0.054934157852890506,NA,sample,1000,0.1
0.2,0.0025164410945635184,0.04033735403949399,NA,sample,1000,0.1
0.5,-0.011515311389107327,0.016953846016718645,NA,sample,1000,0.1
1,0.005967836000155535,0.01670998200323028,NA,sample,1000,0.1
0.01,-4.6379482244728114e-4,0.05278109497538152,NA,corr,1000,0.1
0.02,-4.8839131284748295e-5,0.03364671456756681,NA,corr,1000,0.1
0.05,-7.344192456364192e-4,0.028109193231127164,NA,corr,1000,0.1
0.1,-0.0062607775179044775,0.03110954397857157,NA,corr,1000,0.1
0.2,-0.0016220711158297756,0.020209565308499287,NA,corr,1000,0.1
0.5,-0.0062980336011946554,0.022330788631535217,NA,corr,1000,0.1
1,6.45164092730325e-4,0.02103843593183683,NA,corr,1000,0.1
0.01,0.009841298709917828,0.08371444682395873,NA,total,1000,0.2
0.02,-0.0022368719009589074,0.0802278538459883,NA,total,1000,0.2
0.05,0.0025835143529058693,0.07570124089671876,NA,total,1000,0.2
0.1,0.012211913172360877,0.056809008008770985,NA,total,1000,0.2
0.2,-0.011927692499478898,0.05341469613879723,NA,total,1000,0.2
0.5,-0.00953656775728672,0.020237555743281274,NA,total,1000,0.2
1,0.019618039809543634,0.04072629461185029,NA,total,1000,0.2
0.01,0.004691172915032055,0.03120585788941403,NA,sample,1000,0.2
0.02,0.007476809638164089,0.04544931579594892,NA,sample,1000,0.2
0.05,0.006335594729379767,0.055813951149313895,NA,sample,1000,0.2
0.1,0.001408099550492347,0.04843889858102921,NA,sample,1000,0.2
0.2,-0.007565169929679834,0.04059592649745419,NA,sample,1000,0.2
0.5,-0.004504200601601231,0.016406630594443906,NA,sample,1000,0.2
1,0.01397885222540229,0.023203863390728045,NA,sample,1000,0.2
0.01,0.005147903020399446,0.05647323669088305,NA,corr,1000,0.2
0.02,-0.009712589285223804,0.042166417479484616,NA,corr,1000,0.2
0.05,-0.0037555359264359717,0.027066312454995512,NA,corr,1000,0.2
0.1,0.010798063789246934,0.028542360944577506,NA,corr,1000,0.2
0.2,-0.004357781007208732,0.030005204647421138,NA,corr,1000,0.2
0.5,-0.005035435758351056,0.02219304817207097,NA,corr,1000,0.2
1,0.005639005216599287,0.021049366652823337,NA,corr,1000,0.2
0.01,0.009342847023272228,0.06160622485671696,NA,total,1000,0.5
0.02,0.015505728548556653,0.055943454374676196,NA,total,1000,0.5
0.05,0.0019954791255607915,0.058690013469078275,NA,total,1000,0.5
0.1,-4.972673874834367e-4,0.059595430197435434,NA,total,1000,0.5
0.2,-0.0039051793193338236,0.03456212193875618,NA,total,1000,0.5
0.5,-0.0016632801481207304,0.026722179145407254,NA,total,1000,0.5
1,-0.0019103694892556964,0.03587210840607329,NA,total,1000,0.5
0.01,0.002770673186989763,0.01621720497609029,NA,sample,1000,0.5
0.02,0.0046640076897135905,0.0276056080474227,NA,sample,1000,0.5
0.05,0.003672889702165792,0.0403653833671931,NA,sample,1000,0.5
0.1,0.00426078304217593,0.043174354261382684,NA,sample,1000,0.5
0.2,-9.835890613386564e-4,0.03163745209310045,NA,sample,1000,0.5
0.5,-0.0042205749852545285,0.01699278620247954,NA,sample,1000,0.5
1,0.004408570304296888,0.020530862052781304,NA,sample,1000,0.5
0.01,0.0065709003308670666,0.04780797729672722,NA,corr,1000,0.5
0.02,0.010844123436405909,0.03306534017975243,NA,corr,1000,0.5
0.05,-0.001676849632343252,0.027193321488669323,NA,corr,1000,0.5
0.1,-0.004762524586569771,0.028476333766502163,NA,corr,1000,0.5
0.2,-0.0029128221110250197,0.021157805318794992,NA,corr,1000,0.5
0.5,0.002552208286583001,0.023810475732947586,NA,corr,1000,0.5
1,-0.006316115705743829,0.024587717663409565,NA,corr,1000,0.5
0.01,-0.0016368630227134506,0.05396407453226006,NA,total,1000,1
0.02,0.005658939422344506,0.04769395838274188,NA,total,1000,1
0.05,-5.604184796725492e-4,0.042921538453248344,NA,total,1000,1
0.1,0.0067446133048967875,0.045347271776132514,NA,total,1000,1
0.2,0.01577147840859649,0.04281165988179917,NA,total,1000,1
0.5,-0.008276158002918903,0.032804471691158306,NA,total,1000,1
1,-0.003114068340535565,0.04400148070401733,NA,total,1000,1
0.01,0.001311191897206063,0.010193680530382,NA,sample,1000,1
0.02,0.0019248597015123594,0.016997919634474206,NA,sample,1000,1
0.05,-2.4579336735818723e-4,0.027584116468453917,NA,sample,1000,1
0.1,0.0017502755985622036,0.0327391977987046,NA,sample,1000,1
0.2,0.0067501742296408665,0.03271606680784448,NA,sample,1000,1
0.5,-0.013002743620793601,0.014144488674099644,NA,sample,1000,1
1,5.072234331196851e-4,0.0241778047350474,NA,sample,1000,1
0.01,-0.0029485913229816713,0.04624603417694225,NA,corr,1000,1
0.02,0.003732054743765516,0.03459971869079083,NA,corr,1000,1
0.05,-3.1614649492189086e-4,0.027029222590017003,NA,corr,1000,1
0.1,0.004998703949347591,0.025841028965505938,NA,corr,1000,1
0.2,0.009025530784051074,0.02594981438294006,NA,corr,1000,1
0.5,0.0047265878658352125,0.02913063012088331,NA,corr,1000,1
1,-0.003612738534313973,0.033570578752039705,NA,corr,1000,1
0.01,0.002073154275784154,0.03593321453875215,NA,total,1000,10
0.02,0.0021452979392526154,0.03260563771325501,NA,total,1000,10
0.05,-0.004781836145346716,0.03453087212799507,NA,total,1000,10
0.1,0.006354639659760322,0.02556746109863395,NA,total,1000,10
0.2,-3.6290907903271014e-4,0.03834994631938183,NA,total,1000,10
0.5,0.013120408783952289,0.0274023568305436,NA,total,1000,10
1,-0.0011674624731177136,0.05093971132652399,NA,total,1000,10
0.01,3.6448124897457327e-4,0.0016332825508997282,NA,sample,1000,10
0.02,6.142782335704738e-5,0.004365374212991207,NA,sample,1000,10
0.05,0.0021635033846175997,0.00927443311361534,NA,sample,1000,10
0.1,-5.114429241417932e-4,0.009521965593305105,NA,sample,1000,10
0.2,0.004340201385549237,0.017070373982639497,NA,sample,1000,10
0.5,0.00972924428507623,0.015596320409887034,NA,sample,1000,10
1,-0.00417989992771113,0.03392297349242782,NA,sample,1000,10
0.01,0.0017085843381620185,0.035172854882923446,NA,corr,1000,10
0.02,0.002082580133228946,0.031209119408943185,NA,corr,1000,10
0.05,-0.006943228530138074,0.028462730675584108,NA,corr,1000,10
0.1,0.006865496659911623,0.022296838685258807,NA,corr,1000,10
0.2,-0.004701708955554709,0.02999015495385707,NA,corr,1000,10
0.5,0.003377881696035702,0.023419587799265798,NA,corr,1000,10
1,0.003002253852177138,0.02320086246528938,NA,corr,1000,10
0.01,-0.006991126159578896,0.027350372476620286,NA,total,1000,100
0.02,-0.003203229990889794,0.025148035102198617,NA,total,1000,100
0.05,0.006690173180575454,0.023832794322572244,NA,total,1000,100
0.1,-0.0011255489763556687,0.029774682956448046,NA,total,1000,100
0.2,-0.0018830612254605063,0.03505937011562767,NA,total,1000,100
0.5,-0.003700456678581213,0.023328578184598825,NA,total,1000,100
1,-3.3589520003213984e-4,0.025809929070637443,NA,total,1000,100
0.01,-0.001201864808141707,0.0013936388123351121,NA,sample,1000,100
0.02,7.522138255012288e-5,0.002008426961554353,NA,sample,1000,100
0.05,8.987048100521379e-5,0.004061910257839796,NA,sample,1000,100
0.1,-0.0012354924699942455,0.004299655228351139,NA,sample,1000,100
0.2,-4.88810430922924e-4,0.009711186317402296,NA,sample,1000,100
0.5,-5.393191606555186e-4,0.008970440411390893,NA,sample,1000,100
1,0.0024709862738926934,0.013525564310760388,NA,sample,1000,100
0.01,-0.0057904788376053435,0.026850732179875433,NA,corr,1000,100
0.02,-0.0032789840319062446,0.025123382917934176,NA,corr,1000,100
0.05,0.006600593645329373,0.023331269794923077,NA,corr,1000,100
0.1,1.0857669675729089e-4,0.029979745456345148,NA,corr,1000,100
0.2,-0.0013980758440988446,0.03081525854086926,NA,corr,1000,100
0.5,-0.0031602692367668802,0.025171144264378807,NA,corr,1000,100
1,-0.0027987000423489216,0.021597598542413377,NA,corr,1000,100
0.01,0.0033669360561629,0.020480167691140173,NA,total,1000,1000
0.02,0.004183971130600003,0.026435222718902873,NA,total,1000,1000
0.05,-0.0089397293966235,0.026703619724792092,NA,total,1000,1000
0.1,-0.0077630401012836435,0.025139131234091776,NA,total,1000,1000
0.2,0.005555193897932501,0.03311182704014834,NA,total,1000,1000
0.5,0.0031000720914852926,0.02280410187501946,NA,total,1000,1000
1,-0.005211662318165892,0.031046643491375273,NA,total,1000,1000
0.01,9.963792985459648e-4,7.415765100381851e-4,NA,sample,1000,1000
0.02,-5.5429492421645324e-5,0.001928744287711319,NA,sample,1000,1000
0.05,0.0014233689577750222,0.004760962440076625,NA,sample,1000,1000
0.1,0.0015260601954117533,0.0030409457128096166,NA,sample,1000,1000
0.2,0.0023069290326589347,0.007441528359980019,NA,sample,1000,1000
0.5,-0.00569200674110091,0.011390270295226513,NA,sample,1000,1000
1,0.0025442810911925034,0.015536664790041609,NA,sample,1000,1000
0.01,0.0023702909638367428,0.020145025363782258,NA,corr,1000,1000
0.02,0.0042376485538894865,0.02638228057672461,NA,corr,1000,1000
0.05,-0.010366272758935821,0.025543878967744366,NA,corr,1000,1000
0.1,-0.009290363461568453,0.025797652670988665,NA,corr,1000,1000
0.2,0.0032449850739626317,0.029905053181179548,NA,corr,1000,1000
0.5,0.008786953361157116,0.024891091486654665,NA,corr,1000,1000
1,-0.007752912594646075,0.025498228478701455,NA,corr,1000,1000
0.01,4.751659342446112e-4,0.036620175321663256,NA,total,1000,10000
0.02,0.0046673660440249495,0.02295337407948996,NA,total,1000,10000
0.05,-0.003439131786849615,0.023213193893402245,NA,total,1000,10000
0.1,-0.005433629088711308,0.03316468730824988,NA,total,1000,10000
0.2,4.5940899464167096e-4,0.014603617069372044,NA,total,1000,10000
0.5,-0.019707435688677454,0.032133534623339885,NA,total,1000,10000
1,0.001533545228661428,0.021670702414379024,NA,total,1000,10000
0.01,2.524881093433208e-4,0.001201298290400441,NA,sample,1000,10000
0.02,-3.729751939030042e-5,0.002253688511573019,NA,sample,1000,10000
0.05,1.3515611540232853e-4,0.00326250485679029,NA,sample,1000,10000
0.1,-0.00403227867962155,0.006248673114867523,NA,sample,1000,10000
0.2,0.00318301839336263,0.007311123043391888,NA,sample,1000,10000
0.5,-0.008108371642083124,0.009493553219858073,NA,sample,1000,10000
1,0.006932108783056087,0.013837052526224481,NA,sample,1000,10000
0.01,2.233938020029723e-4,0.03671207111057612,NA,corr,1000,10000
0.02,0.004704400119062266,0.02246708589998803,NA,corr,1000,10000
0.05,-0.003579972765534082,0.022384978845219623,NA,corr,1000,10000
0.1,-0.0014039624760845857,0.03386172647375749,NA,corr,1000,10000
0.2,-0.0027308059855602283,0.01635607073606441,NA,corr,1000,10000
0.5,-0.011605197215977005,0.028914845080645925,NA,corr,1000,10000
1,-0.0054061522582917595,0.023659053595695256,NA,corr,1000,10000
0.01,0.0020238675322954277,0.024260035769316367,NA,total,1000,100000
0.02,0.009390164442502676,0.030934581430668125,NA,total,1000,100000
0.05,-0.005606807981765912,0.026285390288469587,NA,total,1000,100000
0.1,-0.00548134090298792,0.02303881906100231,NA,total,1000,100000
0.2,-0.006925609622374108,0.03044210880805813,NA,total,1000,100000
0.5,0.0025858143921757295,0.028835514664171814,NA,total,1000,100000
1,-0.016534404186968197,0.028709922650419353,NA,total,1000,100000
0.01,-2.817575703182658e-4,0.0013882473727099094,NA,sample,1000,100000
0.02,-9.008080219877143e-4,0.001641705687437966,NA,sample,1000,100000
0.05,0.0016472127511875006,0.0038665117760383005,NA,sample,1000,100000
0.1,-0.003279252498078625,0.0037057973836559163,NA,sample,1000,100000
0.2,-0.0022891285981671665,0.00646674696728145,NA,sample,1000,100000
0.5,0.0035895441109349063,0.01099430041984696,NA,sample,1000,100000
1,-0.01476018634838102,0.01543129234756324,NA,sample,1000,100000
0.01,0.002305248085452871,0.024421988330236198,NA,corr,1000,100000
0.02,0.010289068990488513,0.03089708171159937,NA,corr,1000,100000
0.05,-0.007255743098899986,0.025752902778345722,NA,corr,1000,100000
0.1,-0.002202085932549351,0.023800049532045318,NA,corr,1000,100000
0.2,-0.004647177763964678,0.028497992475307068,NA,corr,1000,100000
0.5,-0.0010151105836718572,0.03162935887336602,NA,corr,1000,100000
1,-0.0017920701689352965,0.026068351808287014,NA,corr,1000,100000
0.01,-0.01034800836598788,0.021585606501486825,NA,total,1000,1000000
0.02,-0.00260052489954886,0.029217850568538272,NA,total,1000,1000000
0.05,-0.009328102521741169,0.028838351271765834,NA,total,1000,1000000
0.1,-0.01642662256204337,0.030193302160876238,NA,total,1000,1000000
0.2,-0.006206539102434601,0.027774872421629057,NA,total,1000,1000000
0.5,0.0017922614033835627,0.030973798215248174,NA,total,1000,1000000
1,-0.00310885681936631,0.03892451666175317,NA,total,1000,1000000
0.01,-6.295302631328639e-4,0.0011657005582889214,NA,sample,1000,1000000
0.02,-6.447655270941854e-5,0.0012187065193116611,NA,sample,1000,1000000
0.05,-0.0013426317830543201,0.003256162937004417,NA,sample,1000,1000000
0.1,-6.513320037579431e-4,0.004761600111881247,NA,sample,1000,1000000
0.2,-0.0022730641264596886,0.006344492954067215,NA,sample,1000,1000000
0.5,-0.0029080530069262324,0.010209536768695735,NA,sample,1000,1000000
1,0.003663731475648978,0.015011088508275284,NA,sample,1000,1000000
0.01,-0.009717215891495322,0.02136065469460093,NA,corr,1000,1000000
0.02,-0.0025364079926529833,0.029616601170854913,NA,corr,1000,1000000
0.05,-0.007988435400110754,0.028011278573415135,NA,corr,1000,1000000
0.1,-0.015778786608109965,0.029029675212704005,NA,corr,1000,1000000
0.2,-0.003936311568518635,0.026777404687422093,NA,corr,1000,1000000
0.5,0.004676802966345672,0.029639272120259286,NA,corr,1000,1000000
1,-0.00678992339647086,0.028722653967315225,NA,corr,1000,1000000
0.01,0.019527872033912864,0.10095768104045204,NA,total,2000,0.05
0.02,0.006135957447881297,0.09713678690897971,NA,total,2000,0.05
0.05,0.0032578182854460526,0.06208966224904122,NA,total,2000,0.05
0.1,-0.01100443966054359,0.04938144924744633,NA,total,2000,0.05
0.2,0.004999441938902437,0.03927177525946522,NA,total,2000,0.05
0.5,0.0015808385969480713,0.025913298041328445,NA,total,2000,0.05
1,-0.006179573191019394,0.03059022566948856,NA,total,2000,0.05
0.01,0.01128848263866382,0.06454117592332388,NA,sample,2000,0.05
0.02,0.009776839972224283,0.07161291792200761,NA,sample,2000,0.05
0.05,0.001958370852902676,0.060267332387708705,NA,sample,2000,0.05
0.1,7.472244908303968e-4,0.04439366285538276,NA,sample,2000,0.05
0.2,0.0033745815608194484,0.030192051169083866,NA,sample,2000,0.05
0.5,-0.0033640476900417588,0.009441696998190833,NA,sample,2000,0.05
1,-0.0058386355246150086,0.0174799442625031,NA,sample,2000,0.05
0.01,0.008238189797138584,0.04006482721697086,NA,corr,2000,0.05
0.02,-0.003641841314202828,0.03247503453248205,NA,corr,2000,0.05
0.05,0.001299821279490137,0.02005584253767389,NA,corr,2000,0.05
0.1,-0.01174414445526132,0.024079984294468927,NA,corr,2000,0.05
0.2,0.0016286008648883797,0.02673686557930255,NA,corr,2000,0.05
0.5,0.004942590748316192,0.025679404875370865,NA,corr,2000,0.05
1,-3.366821469149354e-4,0.02121779508086078,NA,corr,2000,0.05
0.01,-0.0010051874764494741,0.08210229265672964,NA,total,2000,0.1
0.02,0.014965882396401814,0.07377659778830666,NA,total,2000,0.1
0.05,-0.007283811114732174,0.0667905882559565,NA,total,2000,0.1
0.1,0.015730692381900634,0.04610693609662172,NA,total,2000,0.1
0.2,-0.0021280433471913083,0.0370935905375483,NA,total,2000,0.1
0.5,0.006139979177034261,0.033462719765852945,NA,total,2000,0.1
1,-0.0020516050181071215,0.039492607617549545,NA,total,2000,0.1
0.01,0.006935319062921611,0.046383823502381245,NA,sample,2000,0.1
0.02,0.006301099182474769,0.05668082590268026,NA,sample,2000,0.1
0.05,0.00574805417163139,0.05448534366432527,NA,sample,2000,0.1
0.1,0.003528549258999457,0.040476149546030404,NA,sample,2000,0.1
0.2,6.759972616815812e-5,0.02528357203040419,NA,sample,2000,0.1
0.5,0.0010775369752808752,0.01608427452231318,NA,sample,2000,0.1
1,-0.007461292389977452,0.014783670488858354,NA,sample,2000,0.1
0.01,-0.007940404825766034,0.04142845236061664,NA,corr,2000,0.1
0.02,0.008665092748232782,0.027235511289507606,NA,corr,2000,0.1
0.05,-0.013034028120530922,0.024626339238980173,NA,corr,2000,0.1
0.1,0.012199135863924113,0.03147345596654638,NA,corr,2000,0.1
0.2,-0.0021960578754739485,0.03166152101904064,NA,corr,2000,0.1
0.5,0.00505957817473922,0.024928861370681045,NA,corr,2000,0.1
1,0.005410310147433933,0.030767020725976407,NA,corr,2000,0.1
0.01,-0.0010848618398960005,0.08184545051219322,NA,total,2000,0.2
0.02,0.0015968021589075534,0.07174200869498684,NA,total,2000,0.2
0.05,0.01809057723329927,0.0662908693599035,NA,total,2000,0.2
0.1,0.004032953318591328,0.04711800575598881,NA,total,2000,0.2
0.2,0.007707706265391311,0.03850312454587164,NA,total,2000,0.2
0.5,5.966017888780229e-5,0.03264089699233149,NA,total,2000,0.2
1,0.006322485237227427,0.02788950487329249,NA,total,2000,0.2
0.01,0.005267681564182405,0.032865328757135576,NA,sample,2000,0.2
0.02,0.005630879804301022,0.04406355943592522,NA,sample,2000,0.2
0.05,0.00620182230091527,0.04783371776996027,NA,sample,2000,0.2
0.1,0.0014558407102877064,0.038035304257992786,NA,sample,2000,0.2
0.2,0.008536361650361706,0.030000697773835815,NA,sample,2000,0.2
0.5,0.0018359091111820297,0.01219419501444233,NA,sample,2000,0.2
1,-0.002689983865489134,0.018727018903593243,NA,sample,2000,0.2
0.01,-0.006355087148859587,0.05250255973368184,NA,corr,2000,0.2
0.02,-0.0040340677657895235,0.03618875492045028,NA,corr,2000,0.2
0.05,0.01188690506835217,0.035688704355051365,NA,corr,2000,0.2
0.1,0.0025702150729714577,0.024960070063405938,NA,corr,2000,0.2
0.2,-8.224525074732155e-4,0.020191878338012476,NA,corr,2000,0.2
