interval,ebar,s,dAI,comp,nch,z
0.05,-0.007798009143949587,0.02100386626794941,NA,total,10000,1000000
0.1,-0.0022093642321087672,0.027339569427009186,NA,total,10000,1000000
0.2,-0.0015807845620123058,0.027962187078902703,NA,total,10000,1000000
0.5,-6.083835677616017e-4,0.028873287909583552,NA,total,10000,1000000
1,0.016736095952574366,0.028031599361563967,NA,total,10000,1000000
0.01,5.831358207242578e-4,0.0017798661302011103,NA,sample,10000,1000000
0.02,6.203451669462355e-4,0.001590579348912118,NA,sample,10000,1000000
0.05,-0.0024886178344909774,0.003914638814137065,NA,sample,10000,1000000
0.1,5.544426978221444e-4,0.003920666974208938,NA,sample,10000,1000000
0.2,-0.0066377121470381825,0.008371429439937038,NA,sample,10000,1000000
0.5,3.8981409882061255e-4,0.01033310058335519,NA,sample,10000,1000000
1,0.013271560433002203,0.01051766348157224,NA,sample,10000,1000000
0.01,-0.010030552102836113,0.022429037567070712,NA,corr,10000,1000000
0.02,-0.007412016034452219,0.02100579638482931,NA,corr,10000,1000000
0.05,-0.005308634312833417,0.02033157344468653,NA,corr,10000,1000000
0.1,-0.0027646921032580974,0.027538487132111943,NA,corr,10000,1000000
0.2,0.005057531010899307,0.0263802966313763,NA,corr,10000,1000000
0.5,-0.0010114583849683556,0.02555363379382242,NA,corr,10000,1000000
1,0.0034392701604201727,0.02598877872980283,NA,corr,10000,1000000
0.01,-0.005196433663843277,0.03683266091332879,NA,total,10000,10000000
0.02,0.006428231086007437,0.027314988530651597,NA,total,10000,10000000
0.05,0.007726962022897304,0.02523785655877259,NA,total,10000,10000000
0.1,-6.229765261686407e-4,0.036962554950411855,NA,total,10000,10000000
0.2,0.00131718088408724,0.03132643662127039,NA,total,10000,10000000
0.5,-0.004132055213850787,0.02785448464212917,NA,total,10000,10000000
1,0.0023254894663651956,0.02686078223337811,NA,total,10000,10000000
0.01,-9.566948401148247e-5,0.0015844876509293491,NA,sample,10000,10000000
0.02,-3.3462989557939035e-5,9.706999990714043e-4,NA,sample,10000,10000000
0.05,0.001999196234530321,0.003270445506595209,NA,sample,10000,10000000
0.1,-9.95657550059997e-4,0.003535289809836471,NA,sample,10000,10000000
0.2,-0.004048928683207125,0.00659539300082048,NA,sample,10000,10000000
0.5,-0.0033078168639086485,0.004585235940733961,NA,sample,10000,10000000
1,1.93528844277875e-4,0.015117302973959666,NA,sample,10000,10000000
0.01,-0.005100721433274096,0.03713114338258508,NA,corr,10000,10000000
0.02,0.006459234060593368,0.02707347746371215,NA,corr,10000,10000000
0.05,0.005730095866680998,0.024855231611561945,NA,corr,10000,10000000
0.1,3.640789871513838e-4,0.03616366262510313,NA,corr,10000,10000000
0.2,0.005352389012100546,0.03059901200287616,NA,corr,10000,10000000
0.5,-8.422054619564654e-4,0.028988785315531625,NA,corr,10000,10000000
1,0.0021169308602846802,0.022123084998664225,NA,corr,10000,10000000
