nch,z,interval,param,v,b,se
10,1,0.5,S,-0.06967181370754776,-0.01645889791228446,0.23339566590722635
10,1,0.5,baseline,0.04218333898377224,0.00370868350386698,0.08233515037415096
10,1,0.5,N_ch,0.003555608434621535,-0.00499561937151782,0.543440567346684
10,1,1,k_on,0.009074944542488934,3.5516296542839e-4,0.5285072457290725
10,1,1,k_off,0.036118139960339246,0.00684142739658439,0.19626271716404015
10,1,1,i,0.0017354520555966924,1.1896774540709e-4,0.35376550102058807
10,1,1,S,-0.06402119516775634,-0.0229901009613776,0.37640985545323224
10,1,1,baseline,0.016251794827570745,0.00128146493851989,0.0849710507240659
10,1,1,N_ch,0.016102513893319025,0.0035607412028973,0.6057631191747151
10,10,0.01,k_on,-0.009421156237584598,-0.00746690649165911,0.7429825102697379
10,10,0.01,k_off,-0.004819646894795755,-7.8813539216205e-4,0.2788902914165984
10,10,0.01,i,-0.01308077736985426,-0.00597877181196327,0.5242328945255292
10,10,0.01,S,0.0012087920110752462,4.732432220486082e-5,0.0196237946890646
10,10,0.01,baseline,-0.004109936902845876,-0.00109676740110498,0.24553740126550372
10,10,0.01,N_ch,9.247031054462757e-4,0.00888759019963946,0.8963039609230623
10,10,0.02,k_on,-0.02959450448976224,-0.01880193437999153,0.7453472499406747
10,10,0.02,k_off,0.0037008533665771406,7.6067838141904e-4,0.2796674417434695
10,10,0.02,i,-0.0015495019364737128,-0.00469423023177845,0.5272851726146663
10,10,0.02,S,-0.003926375720983208,-9.982794550730524e-5,0.028029112875696403
10,10,0.02,baseline,0.024011592319503113,0.00435853705250608,0.24539640042041352
10,10,0.02,N_ch,0.0032628605017061413,0.01530387877605025,0.9020696098057861
10,10,0.05,k_on,0.011701680960345316,0.00818762849993844,0.7421308331921103
10,10,0.05,k_off,0.009298733276799635,0.00204748894607958,0.27888107481520696
10,10,0.05,i,0.022188971012042494,0.00808040935747613,0.5314476293299534
10,10,0.05,S,-0.0033101446929915835,-3.0775150199979e-4,0.04558408556369964
10,10,0.05,baseline,0.009823827032984924,0.00230513906742192,0.24535577176531181
10,10,0.05,N_ch,0.003210956620061045,-0.00999747943428801,0.9023996057417338
10,10,0.1,k_on,-0.0023080917267831735,-0.0060532500686823,0.750648245995674
10,10,0.1,k_off,0.008692359969405712,0.00243451820303826,0.27928214043620336
10,10,0.1,i,-0.012849681578944894,-0.0081954159851847,0.5452447432772909
10,10,0.1,S,8.189428809734602e-4,2.7255679005963e-4,0.06733034975972997
10,10,0.1,baseline,0.010352761205493229,0.00189811399885027,0.2456762490296459
10,10,0.1,N_ch,0.008442504046736007,0.01278029646084003,0.9195943767603434
10,10,0.2,k_on,-0.007660181487027129,-7.435279296804e-4,0.758018595695935
10,10,0.2,k_off,0.0027751914096452134,-9.128469542419028e-5,0.2784118091144954
10,10,0.2,i,0.009018983029852524,0.0057407789550324604,0.5657505488543652
10,10,0.2,S,-0.022715690559700026,-0.0025808349066952,0.1024990883355518
10,10,0.2,baseline,0.012276463706595745,0.00253429211757536,0.24619224359736305
10,10,0.2,N_ch,-0.006243219220788902,-0.00519237785000573,0.9403256454359984
10,10,0.5,k_on,-0.01699227610585463,-0.01627678371018136,0.7830218121333915
10,10,0.5,k_off,0.0011453385510317923,0.00108423542364784,0.2797927903631148
10,10,0.5,i,-0.005290226889482025,-0.00913547466493441,0.6264347941659933
10,10,0.5,S,-0.0070884908152627395,-4.8105444114982e-4,0.19041046672384518
10,10,0.5,baseline,0.011431986219044208,0.00195410018900797,0.24849736065721126
10,10,0.5,N_ch,0.012051819034286093,0.01895895930300423,1.0053312756371962
10,10,1,k_on,-0.0011563651067543548,0.00257768077285019,0.8104793401740249
10,10,1,k_off,0.007993371527011652,0.00123418230864675,0.2859670841337181
10,10,1,i,0.010319055436623814,0.00843444690527325,0.6967100702327366
10,10,1,S,-0.017728042595303636,-0.00642686932232055,0.31291500971509745
10,10,1,baseline,0.015331540646320937,0.00340784959501063,0.2528388773685367
10,10,1,N_ch,-0.003928353228347906,-0.0085845025216447,1.077202493533381
10,100,0.01,k_on,0.010917503423194141,0.01776347670398823,2.114664691390615
10,100,0.01,k_off,-0.00763055083385792,-0.00347693444413688,0.7161052184157988
10,100,0.01,i,0.012855307518884543,0.01553070118725099,2.0767318378468462
10,100,0.01,S,-0.009666775264506875,-1.9846662663212e-4,0.019530564858799143
10,100,0.01,baseline,-0.007010884311609143,-0.00175021028739535,0.7885798524750033
10,100,0.01,N_ch,0.003393774068271821,-0.02490858634790746,2.9725957552958473
