t	ns	xATP	yCurrent						
1.00047	1	0	-435.305511244027						
1.00049	1	0	-479.280862396277						
1.00051	1	0	-529.204279977434						
1.00053	1	0	-591.456417065782						
1.00055	1	0	-622.433783949234						
1.00057	1	0	-670.425796554684						
1.00059	1	0	-745.706418458609						
1.00061	1	0	-840.578476499294						
1.00063	1	0	-922.222983844227						
1.00065	1	0	-960.786710345068						
1.00067	1	0	-972.306314719257						
1.00069	1	0	-1003.6666576056						
1.00071	1	0	-1017.16789657326						
1.00073	1	0	-1013.64894373799						
1.00075000000001	1	0	-997.634742772388						
1.00077000000001	1	0	-965.045292314068						
1.00079000000001	1	0	-944.142278774327						
1.00081000000001	1	0	-919.23092618605						
1.00083000000001	1	0	-886.827284570736						
1.00085000000001	1	0	-838.615703709619						
1.00087000000001	1	0	-780.292874411866						
1.00089000000001	1	0	-727.267208963848						
1.00091000000001	1	0	-654.653758766713						
1.00093000000001	1	0	-609.502173654476						
1.00095000000001	1	0	-549.826316094661						
1.00097000000001	1	0	-470.705140199592						
1.00099000000001	1	0	-398.60848592734						
1.00101000000001	1	0	-308.477527962264						
1.00103000000001	1	0	-244.711860661775						
1.00105000000001	1	0	-178.902907318395						
1.00107000000001	1	0	-128.682051644718						
1.00109000000001	1	0	-90.121483304469						
1.00111000000001	1	0	-56.1107845965888						
1.00113000000001	1	0	-35.0005971366224						
1.00115000000001	1	0	-18.2700994412359						
1.00117000000001	1	0	-7.54242986429985						
1.00119000000001	1	0	-4.32045412595838						
1.00121000000001	1	0	-1.67080977663634						
1.00123000000001	1	0	1.48096432979354						
1.00125000000001	1	0	1.48096432979354						
1.00127000000001	1	0	1.48096432979354						
1.00129000000001	1	0	1.48096432979354						
1.00131000000001	1	0	1.48096432979354						
1.00133000000001	1	0	1.48096432979354						
1.00135000000001	1	0	1.48096432979354						
1.00137000000001	1	0	1.48096432979354						
1.00139000000001	1	0	1.48096432979354						
1.00141000000001	1	0	1.48096432979354						
1.00143000000001	1	0	1.48096432979354						
1.00145000000001	1	0	1.48096432979354						
1.00147000000001	1	0	1.48096432979354						
